Ano,Partido,Nome,Etnia,Pais,Continente,Estado,Categoria,Winner
1956,Republican,Mickey Rooney,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1956,Republican,Robert Stack,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1956,Republican,Carroll Baker,White,USA,North America,Pennsylvania,ACTRESS,0
1956,Republican,Ingrid Bergman,White,Sweden,Europe,0,ACTRESS,1
1956,Republican,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1956,Republican,Nancy Kelly,White,USA,North America,Massachusetts,ACTRESS,0
1956,Republican,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1956,Republican,Mildred Dunnock,White,USA,North America,Maryland,ACTRESS IN A SUPPORTING ROLE,0
1956,Republican,Eileen Heckart,White,USA,North America,Ohio,ACTRESS IN A SUPPORTING ROLE,0
1956,Republican,Mercedes McCambridge,White,USA,North America,Illinois,ACTRESS IN A SUPPORTING ROLE,0
1956,Republican,Patty McCormack,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1956,Republican,Dorothy Malone,White,USA,North America,Illinois,ACTRESS IN A SUPPORTING ROLE,1
1957,Republican,Marlon Brando,White,USA,North America,Nebraska,ACTOR,0
1957,Republican,Anthony Franciosa,White,USA,North America,New York,ACTOR,0
1957,Republican,Alec Guinness,White,England,Europe,0,ACTOR,1
1957,Republican,Charles Laughton,White,England,Europe,0,ACTOR,0
1957,Republican,Anthony Quinn,Hispanic,Mexico,South America,0,ACTOR,0
1957,Republican,Red Buttons,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,1
1957,Republican,Vittorio De Sica,White,Italy,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1957,Republican,Sessue Hayakawa,Asian,Japan,Asia,0,ACTOR IN A SUPPORTING ROLE,0
1957,Republican,Arthur Kennedy,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1957,Republican,Russ Tamblyn,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1957,Republican,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1957,Republican,Anna Magnani,White,Italy,Europe,0,ACTRESS,0
1957,Republican,Elizabeth Taylor,White,England,Europe,0,ACTRESS,0
1957,Republican,Lana Turner,White,USA,North America,Idaho,ACTRESS,0
1957,Republican,Joanne Woodward,White,USA,North America,Georgia,ACTRESS,1
1957,Republican,Carolyn Jones,White,USA,North America,Texas,ACTRESS IN A SUPPORTING ROLE,0
1957,Republican,Elsa Lanchester,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1957,Republican,Hope Lange,White,USA,North America,Connecticut,ACTRESS IN A SUPPORTING ROLE,0
1957,Republican,Miyoshi Umeki,Asian,Japan,Asia,0,ACTRESS IN A SUPPORTING ROLE,1
1957,Republican,Diane Varsi,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1958,Republican,Tony Curtis,White,USA,North America,New York,ACTOR,0
1958,Republican,Paul Newman,White,USA,North America,Ohio,ACTOR,0
1958,Republican,David Niven,White,England,Europe,0,ACTOR,1
1958,Republican,Sidney Poitier,Black,USA,North America,Florida,ACTOR,0
1958,Republican,Spencer Tracy,White,USA,North America,Wisconsin,ACTOR,0
1958,Republican,Theodore Bikel,White,Austria,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1958,Republican,Lee J. Cobb,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1958,Republican,Burl Ives,White,USA,North America,Illinois,ACTOR IN A SUPPORTING ROLE,1
1958,Republican,Arthur Kennedy,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1958,Republican,Gig Young,White,USA,North America,Minnesota,ACTOR IN A SUPPORTING ROLE,0
1958,Republican,Susan Hayward,White,USA,North America,New York,ACTRESS,1
1958,Republican,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1958,Republican,Shirley MacLaine,White,USA,North America,Virginia,ACTRESS,0
1958,Republican,Rosalind Russell,White,USA,North America,Connecticut,ACTRESS,0
1958,Republican,Elizabeth Taylor,White,England,Europe,0,ACTRESS,0
1958,Republican,Peggy Cass,White,USA,North America,Massachusetts,ACTRESS IN A SUPPORTING ROLE,0
1958,Republican,Wendy Hiller,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,1
1958,Republican,Martha Hyer,White,USA,North America,Texas,ACTRESS IN A SUPPORTING ROLE,0
1958,Republican,Maureen Stapleton,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1958,Republican,Cara Williams,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1959,Republican,Laurence Harvey,White,Lithuania,Europe,0,ACTOR,0
1959,Republican,Charlton Heston,White,USA,North America,Illinois,ACTOR,1
1959,Republican,Jack Lemmon,White,USA,North America,Massachusetts,ACTOR,0
1959,Republican,Paul Muni,White,Ukraine,Europe,0,ACTOR,0
1959,Republican,James Stewart,White,USA,North America,Indiana,ACTOR,0
1959,Republican,Hugh Griffith,White,Wales,Europe,0,ACTOR IN A SUPPORTING ROLE,1
1959,Republican,Arthur O'Connell,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1959,Republican,George C. Scott,White,USA,North America,Virginia,ACTOR IN A SUPPORTING ROLE,0
1959,Republican,Robert Vaughn,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1959,Republican,Ed Wynn,White,USA,North America,Pennsylvania,ACTOR IN A SUPPORTING ROLE,0
1959,Republican,Doris Day,White,USA,North America,Ohio,ACTRESS,0
1959,Republican,Audrey Hepburn,White,Belgium,Europe,0,ACTRESS,0
1959,Republican,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1959,Republican,Simone Signoret,White,Germany,Europe,0,ACTRESS,1
1959,Republican,Elizabeth Taylor,White,England,Europe,0,ACTRESS,0
1959,Republican,Hermione Baddeley,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1959,Republican,Susan Kohner,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1959,Republican,Juanita Moore,Black,USA,North America,Mississippi,ACTRESS IN A SUPPORTING ROLE,0
1959,Republican,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1959,Republican,Shelley Winters,White,USA,North America,Missouri,ACTRESS IN A SUPPORTING ROLE,1
1960,Republican,Trevor Howard,White,England,Europe,0,ACTOR,0
1960,Republican,Burt Lancaster,White,USA,North America,New York,ACTOR,1
1960,Republican,Jack Lemmon,White,USA,North America,Massachusetts,ACTOR,0
1960,Republican,Laurence Olivier,White,England,Europe,0,ACTOR,0
1960,Republican,Spencer Tracy,White,USA,North America,Wisconsin,ACTOR,0
1960,Republican,Peter Falk,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1960,Republican,Jack Kruschen,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,0
1960,Republican,Sal Mineo,Hispanic,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1960,Republican,Peter Ustinov,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,1
1960,Republican,Chill Wills,White,USA,North America,Texas,ACTOR IN A SUPPORTING ROLE,0
1960,Republican,Greer Garson,White,England,Europe,0,ACTRESS,0
1960,Republican,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1960,Republican,Shirley MacLaine,White,USA,North America,Virginia,ACTRESS,0
1960,Republican,Melina Mercouri,White,Greece,Europe,0,ACTRESS,0
1960,Republican,Elizabeth Taylor,White,England,Europe,0,ACTRESS,1
1960,Republican,Glynis Johns,White,South Africa,Africa,0,ACTRESS IN A SUPPORTING ROLE,0
1960,Republican,Shirley Jones,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,1
1960,Republican,Shirley Knight,White,USA,North America,Kansas,ACTRESS IN A SUPPORTING ROLE,0
1960,Republican,Janet Leigh,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1960,Republican,Mary Ure,White,Scotland,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1961,Democratic,Charles Boyer,White,France,Europe,0,ACTOR,0
1961,Democratic,Paul Newman,White,USA,North America,Ohio,ACTOR,0
1961,Democratic,Maximilian Schell,White,Austria,Europe,0,ACTOR,1
1961,Democratic,Spencer Tracy,White,USA,North America,Wisconsin,ACTOR,0
1961,Democratic,Stuart Whitman,White,USA,North America,California,ACTOR,0
1961,Democratic,George Chakiris,White,USA,North America,Ohio,ACTOR IN A SUPPORTING ROLE,1
1961,Democratic,Montgomery Clift,White,USA,North America,Nebraska,ACTOR IN A SUPPORTING ROLE,0
1961,Democratic,Peter Falk,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1961,Democratic,Jackie Gleason,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1961,Democratic,George C. Scott,White,USA,North America,Virginia,ACTOR IN A SUPPORTING ROLE,0
1961,Democratic,Audrey Hepburn,White,Belgium,Europe,0,ACTRESS,0
1961,Democratic,Piper Laurie,White,USA,North America,Michigan,ACTRESS,0
1961,Democratic,Sophia Loren,White,Italy,Europe,0,ACTRESS,1
1961,Democratic,Geraldine Page,White,USA,North America,Missouri,ACTRESS,0
1961,Democratic,Natalie Wood,White,USA,North America,California,ACTRESS,0
1961,Democratic,Fay Bainter,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1961,Democratic,Judy Garland,White,USA,North America,Minnesota,ACTRESS IN A SUPPORTING ROLE,0
1961,Democratic,Lotte Lenya,White,Austria,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1961,Democratic,Una Merkel,White,USA,North America,Kentucky,ACTRESS IN A SUPPORTING ROLE,0
1961,Democratic,Rita Moreno,White,Puerto Rico,South America,0,ACTRESS IN A SUPPORTING ROLE,1
1962,Democratic,Burt Lancaster,White,USA,North America,New York,ACTOR,0
1962,Democratic,Jack Lemmon,White,USA,North America,Massachusetts,ACTOR,0
1962,Democratic,Marcello Mastroianni,White,Italy,Europe,0,ACTOR,0
1962,Democratic,Peter O'Toole,White,Ireland,Europe,0,ACTOR,0
1962,Democratic,Gregory Peck,White,USA,North America,California,ACTOR,1
1962,Democratic,Ed Begley,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,1
1962,Democratic,Victor Buono,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1962,Democratic,Telly Savalas,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1962,Democratic,Omar Sharif,Black,USA,North America,Louisiana,ACTOR IN A SUPPORTING ROLE,0
1962,Democratic,Terence Stamp,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1962,Democratic,Anne Bancroft,White,USA,North America,New York,ACTRESS,1
1962,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1962,Democratic,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1962,Democratic,Geraldine Page,White,USA,North America,Missouri,ACTRESS,0
1962,Democratic,Lee Remick,White,USA,North America,Massachusetts,ACTRESS,0
1962,Democratic,Mary Badham,White,USA,North America,Alabama,ACTRESS IN A SUPPORTING ROLE,0
1962,Democratic,Patty Duke,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,1
1962,Democratic,Shirley Knight,White,USA,North America,Kansas,ACTRESS IN A SUPPORTING ROLE,0
1962,Democratic,Angela Lansbury,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1962,Democratic,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1963,Democratic,Albert Finney,White,England,Europe,0,ACTOR,0
1963,Democratic,Richard Harris,White,Ireland,Europe,0,ACTOR,0
1963,Democratic,Rex Harrison,White,England,Europe,0,ACTOR,0
1963,Democratic,Paul Newman,White,USA,North America,Ohio,ACTOR,0
1963,Democratic,Sidney Poitier,Black,USA,North America,Florida,ACTOR,1
1963,Democratic,Nick Adams,White,USA,North America,Pennsylvania,ACTOR IN A SUPPORTING ROLE,0
1963,Democratic,Bobby Darin,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1963,Democratic,Melvyn Douglas,White,USA,North America,Georgia,ACTOR IN A SUPPORTING ROLE,1
1963,Democratic,Hugh Griffith,White,Wales,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1963,Democratic,John Huston,White,USA,North America,Missouri,ACTOR IN A SUPPORTING ROLE,0
1963,Democratic,Leslie Caron,White,France,Europe,0,ACTRESS,0
1963,Democratic,Shirley MacLaine,White,USA,North America,Virginia,ACTRESS,0
1963,Democratic,Patricia Neal,White,USA,North America,Kentucky,ACTRESS,1
1963,Democratic,Rachel Roberts,White,Wales,Europe,0,ACTRESS,0
1963,Democratic,Natalie Wood,White,USA,North America,California,ACTRESS,0
1963,Democratic,Diane Cilento,White,Australia,Oceania,0,ACTRESS IN A SUPPORTING ROLE,0
