Ano,Partido,Nome,Etnia,Pais,Continente,Estado,Categoria,Winner
1940,Democratic,Joan Fontaine,White,Japan,Asia,0,ACTRESS,0
1940,Democratic,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1940,Democratic,Ginger Rogers,White,USA,North America,Missouri,ACTRESS,1
1940,Democratic,Martha Scott,White,USA,North America,Missouri,ACTRESS,0
1940,Democratic,Judith Anderson,White,Australia,Oceania,0,ACTRESS IN A SUPPORTING ROLE,0
1940,Democratic,Jane Darwell,White,USA,North America,Missouri,ACTRESS IN A SUPPORTING ROLE,1
1940,Democratic,Ruth Hussey,White,USA,North America,Rhode Island,ACTRESS IN A SUPPORTING ROLE,0
1940,Democratic,Barbara O'Neil,White,USA,North America,Missouri,ACTRESS IN A SUPPORTING ROLE,0
1940,Democratic,Marjorie Rambeau,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1941,Democratic,Gary Cooper,White,USA,North America,Montana,ACTOR,1
1941,Democratic,Cary Grant,White,England,Europe,0,ACTOR,0
1941,Democratic,Walter Huston,White,Canada,North America,0,ACTOR,0
1941,Democratic,Robert Montgomery,White,USA,North America,New York,ACTOR,0
1941,Democratic,Orson Welles,White,USA,North America,Wisconsin,ACTOR,0
1941,Democratic,Walter Brennan,White,USA,North America,Massachusetts,ACTOR IN A SUPPORTING ROLE,0
1941,Democratic,Charles Coburn,White,USA,North America,Georgia,ACTOR IN A SUPPORTING ROLE,0
1941,Democratic,Donald Crisp,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,1
1941,Democratic,James Gleason,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1941,Democratic,Sydney Greenstreet,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1941,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1941,Democratic,Olivia de Havilland,White,Japan,Asia,0,ACTRESS,0
1941,Democratic,Joan Fontaine,White,Japan,Asia,0,ACTRESS,1
1941,Democratic,Greer Garson,White,England,Europe,0,ACTRESS,0
1941,Democratic,Barbara Stanwyck,White,USA,North America,New York,ACTRESS,0
1941,Democratic,Sara Allgood,White,Ireland,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1941,Democratic,Mary Astor,White,USA,North America,Illinois,ACTRESS IN A SUPPORTING ROLE,1
1941,Democratic,Patricia Collinge,White,Ireland,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1941,Democratic,Teresa Wright,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1941,Democratic,Margaret Wycherly,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1942,Democratic,James Cagney,White,USA,North America,New York,ACTOR,1
1942,Democratic,Ronald Colman,White,England,Europe,0,ACTOR,0
1942,Democratic,Gary Cooper,White,USA,North America,Montana,ACTOR,0
1942,Democratic,Walter Pidgeon,White,Canada,North America,0,ACTOR,0
1942,Democratic,Monty Woolley,White,USA,North America,New York,ACTOR,0
1942,Democratic,William Bendix,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1942,Democratic,Van Heflin,White,USA,North America,Oklahoma,ACTOR IN A SUPPORTING ROLE,1
1942,Democratic,Walter Huston,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,0
1942,Democratic,Frank Morgan,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1942,Democratic,Henry Travers,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1942,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1942,Democratic,Greer Garson,White,England,Europe,0,ACTRESS,1
1942,Democratic,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1942,Democratic,Rosalind Russell,White,USA,North America,Connecticut,ACTRESS,0
1942,Democratic,Teresa Wright,White,USA,North America,New York,ACTRESS,0
1942,Democratic,Gladys Cooper,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1942,Democratic,Agnes Moorehead,White,USA,North America,Massachusetts,ACTRESS IN A SUPPORTING ROLE,0
1942,Democratic,Susan Peters,White,USA,North America,Washington,ACTRESS IN A SUPPORTING ROLE,0
1942,Democratic,Dame May Whitty,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1942,Democratic,Teresa Wright,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,1
1943,Democratic,Humphrey Bogart,White,USA,North America,New York,ACTOR,0
1943,Democratic,Gary Cooper,White,USA,North America,Montana,ACTOR,0
1943,Democratic,Paul Lukas,White,Hungary,Europe,0,ACTOR,1
1943,Democratic,Walter Pidgeon,White,Canada,North America,0,ACTOR,0
1943,Democratic,Mickey Rooney,White,USA,North America,California,ACTOR,0
1943,Democratic,Charles Bickford,White,USA,North America,Massachusetts,ACTOR IN A SUPPORTING ROLE,0
1943,Democratic,Charles Coburn,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,1
1943,Democratic,J. Carrol Naish,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1943,Democratic,Claude Rains,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1943,Democratic,Akim Tamiroff,Asian,Russia,Asia,0,ACTOR IN A SUPPORTING ROLE,0
1943,Democratic,Jean Arthur,White,USA,North America,New York,ACTRESS,0
1943,Democratic,Ingrid Bergman,White,Sweden,Europe,0,ACTRESS,0
1943,Democratic,Joan Fontaine,White,Japan,Asia,0,ACTRESS,0
1943,Democratic,Greer Garson,White,England,Europe,0,ACTRESS,0
1943,Democratic,Jennifer Jones,White,USA,North America,Oklahoma,ACTRESS,1
1943,Democratic,Gladys Cooper,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1943,Democratic,Paulette Goddard,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1943,Democratic,Katina Paxinou,White,Greece,Europe,0,ACTRESS IN A SUPPORTING ROLE,1
1943,Democratic,Anne Revere,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1943,Democratic,Lucile Watson,White,Canada,North America,0,ACTRESS IN A SUPPORTING ROLE,0
1944,Democratic,Charles Boyer,White,France,Europe,0,ACTOR,0
1944,Democratic,Bing Crosby,White,USA,North America,Washington,ACTOR,1
1944,Democratic,Barry Fitzgerald,White,Ireland,Europe,0,ACTOR,0
1944,Democratic,Cary Grant,White,England,Europe,0,ACTOR,0
1944,Democratic,Alexander Knox,White,Canada,North America,0,ACTOR,0
1944,Democratic,Hume Cronyn,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,0
1944,Democratic,Barry Fitzgerald,White,Ireland,Europe,0,ACTOR IN A SUPPORTING ROLE,1
1944,Democratic,Claude Rains,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1944,Democratic,Clifton Webb,White,USA,North America,Indiana,ACTOR IN A SUPPORTING ROLE,0
1944,Democratic,Monty Woolley,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1944,Democratic,Ingrid Bergman,White,Sweden,Europe,0,ACTRESS,1
1944,Democratic,Claudette Colbert,White,France,Europe,0,ACTRESS,0
1944,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1944,Democratic,Greer Garson,White,England,Europe,0,ACTRESS,0
1944,Democratic,Barbara Stanwyck,White,USA,North America,New York,ACTRESS,0
1944,Democratic,Ethel Barrymore,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,1
1944,Democratic,Jennifer Jones,White,USA,North America,Oklahoma,ACTRESS IN A SUPPORTING ROLE,0
1944,Democratic,Angela Lansbury,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1944,Democratic,Aline MacMahon,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1944,Democratic,Agnes Moorehead,White,USA,North America,Massachusetts,ACTRESS IN A SUPPORTING ROLE,0
1945,Democratic,Bing Crosby,White,USA,North America,Washington,ACTOR,0
1945,Democratic,Gene Kelly,White,USA,North America,Pennsylvania,ACTOR,0
1945,Democratic,Ray Milland,White,Wales,Europe,0,ACTOR,1
1945,Democratic,Gregory Peck,White,USA,North America,California,ACTOR,0
1945,Democratic,Cornel Wilde,White,Hungary,Europe,0,ACTOR,0
1945,Democratic,Michael Chekhov,Asian,Russia,Asia,0,ACTOR IN A SUPPORTING ROLE,0
1945,Democratic,John Dall,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1945,Democratic,James Dunn,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,1
1945,Democratic,Robert Mitchum,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1945,Democratic,J. Carrol Naish,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1945,Democratic,Ingrid Bergman,White,Sweden,Europe,0,ACTRESS,0
1945,Democratic,Joan Crawford,White,USA,North America,Texas,ACTRESS,1
1945,Democratic,Greer Garson,White,England,Europe,0,ACTRESS,0
1945,Democratic,Jennifer Jones,White,USA,North America,Oklahoma,ACTRESS,0
1945,Democratic,Gene Tierney,White,USA,North America,New York,ACTRESS,0
1945,Democratic,Eve Arden,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1945,Democratic,Ann Blyth,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1945,Democratic,Angela Lansbury,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1945,Democratic,Joan Lorring,White,China,Asia,0,ACTRESS IN A SUPPORTING ROLE,0
1945,Democratic,Anne Revere,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,1
1946,Democratic,Fredric March,White,USA,North America,California,ACTOR,1
1946,Democratic,Laurence Olivier,White,England,Europe,0,ACTOR,0
1946,Democratic,Larry Parks,White,USA,North America,Kansas,ACTOR,0
1946,Democratic,Gregory Peck,White,USA,North America,California,ACTOR,0
1946,Democratic,James Stewart,White,USA,North America,Indiana,ACTOR,0
1946,Democratic,Charles Coburn,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1946,Democratic,William Demarest,White,USA,North America,Minnesota,ACTOR IN A SUPPORTING ROLE,0
1946,Democratic,Claude Rains,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1946,Democratic,Harold Russell,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,1
1946,Democratic,Clifton Webb,White,USA,North America,Indiana,ACTOR IN A SUPPORTING ROLE,0
1946,Democratic,Olivia de Havilland,White,Japan,Asia,0,ACTRESS,1
1946,Democratic,Celia Johnson,White,England,Europe,0,ACTRESS,0
1946,Democratic,Jennifer Jones,White,USA,North America,Oklahoma,ACTRESS,0
1946,Democratic,Rosalind Russell,White,USA,North America,Connecticut,ACTRESS,0
1946,Democratic,Jane Wyman,White,USA,North America,Missouri,ACTRESS,0
1946,Democratic,Ethel Barrymore,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1946,Democratic,Anne Baxter,White,USA,North America,Indiana,ACTRESS IN A SUPPORTING ROLE,1
1946,Democratic,Lillian Gish,White,USA,North America,Ohio,ACTRESS IN A SUPPORTING ROLE,0
1946,Democratic,Flora Robson,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1946,Democratic,Gale Sondergaard,White,USA,North America,Minnesota,ACTRESS IN A SUPPORTING ROLE,0
1947,Democratic,Ronald Colman,White,England,Europe,0,ACTOR,1
1947,Democratic,John Garfield,White,USA,North America,Ohio,ACTOR,0
1947,Democratic,Gregory Peck,White,USA,North America,California,ACTOR,0
1947,Democratic,William Powell,White,USA,North America,Pennsylvania,ACTOR,0
1947,Democratic,Michael Redgrave,White,England,Europe,0,ACTOR,0
1947,Democratic,Charles Bickford,White,USA,North America,Massachusetts,ACTOR IN A SUPPORTING ROLE,0
1947,Democratic,Thomas Gomez,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1947,Democratic,Edmund Gwenn,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,1
1947,Democratic,Robert Ryan,White,USA,North America,Illinois,ACTOR IN A SUPPORTING ROLE,0
1947,Democratic,Richard Widmark,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1947,Democratic,Joan Crawford,White,USA,North America,Texas,ACTRESS,0
1947,Democratic,Susan Hayward,White,USA,North America,New York,ACTRESS,0
1947,Democratic,Dorothy McGuire,White,USA,North America,Nebraska,ACTRESS,0
1947,Democratic,Rosalind Russell,White,USA,North America,Connecticut,ACTRESS,0
1947,Democratic,Loretta Young,White,USA,North America,Utah,ACTRESS,1
1947,Democratic,Ethel Barrymore,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1947,Democratic,Gloria Grahame,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1947,Democratic,Celeste Holm,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,1
1947,Democratic,Marjorie Main,White,USA,North America,Indiana,ACTRESS IN A SUPPORTING ROLE,0
1947,Democratic,Anne Revere,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1948,Democratic,Lew Ayres,White,USA,North America,Minnesota,ACTOR,0
1948,Democratic,Montgomery Clift,White,USA,North America,Nebraska,ACTOR,0
1948,Democratic,Dan Dailey,White,USA,North America,New York,ACTOR,0
1948,Democratic,Laurence Olivier,White,England,Europe,0,ACTOR,1
1948,Democratic,Clifton Webb,White,USA,North America,Indiana,ACTOR,0
1948,Democratic,Charles Bickford,White,USA,North America,Massachusetts,ACTOR IN A SUPPORTING ROLE,0
1948,Democratic,José Ferrer,Hispanic,Puerto Rico,South America,0,ACTOR IN A SUPPORTING ROLE,0
1948,Democratic,Oscar Homolka,White,Austria,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1948,Democratic,Walter Huston,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,1
1948,Democratic,Cecil Kellaway,White,South Africa,Africa,0,ACTOR IN A SUPPORTING ROLE,0
1948,Democratic,Ingrid Bergman,White,Sweden,Europe,0,ACTRESS,0
1948,Democratic,Olivia de Havilland,White,Japan,Asia,0,ACTRESS,0
1948,Democratic,Irene Dunne,White,USA,North America,Kentucky,ACTRESS,0
1948,Democratic,Barbara Stanwyck,White,USA,North America,New York,ACTRESS,0
1948,Democratic,Jane Wyman,White,USA,North America,Missouri,ACTRESS,1
1948,Democratic,Barbara Bel Geddes,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1948,Democratic,Ellen Corby,White,USA,North America,Wisconsin,ACTRESS IN A SUPPORTING ROLE,0
1948,Democratic,Agnes Moorehead,White,USA,North America,Massachusetts,ACTRESS IN A SUPPORTING ROLE,0
1948,Democratic,Jean Simmons,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1948,Democratic,Claire Trevor,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,1
1949,Democratic,Broderick Crawford,White,USA,North America,Pennsylvania,ACTOR,1
1949,Democratic,Kirk Douglas,White,USA,North America,New York,ACTOR,0
1949,Democratic,Gregory Peck,White,USA,North America,California,ACTOR,0
1949,Democratic,Richard Todd,White,Ireland,Europe,0,ACTOR,0
1949,Democratic,John Wayne,White,USA,North America,Iowa,ACTOR,0
1949,Democratic,John Ireland,White,Canada,North America,0,ACTOR IN A SUPPORTING ROLE,0
1949,Democratic,Dean Jagger,White,USA,North America,Ohio,ACTOR IN A SUPPORTING ROLE,1
1949,Democratic,Arthur Kennedy,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1949,Democratic,Ralph Richardson,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1949,Democratic,James Whitmore,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1949,Democratic,Jeanne Crain,White,USA,North America,California,ACTRESS,0
1949,Democratic,Olivia de Havilland,White,Japan,Asia,0,ACTRESS,1
1949,Democratic,Susan Hayward,White,USA,North America,New York,ACTRESS,0
1949,Democratic,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1949,Democratic,Loretta Young,White,USA,North America,Utah,ACTRESS,0
1949,Democratic,Ethel Barrymore,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1949,Democratic,Celeste Holm,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1949,Democratic,Elsa Lanchester,White,England,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1949,Democratic,Mercedes McCambridge,White,USA,North America,Illinois,ACTRESS IN A SUPPORTING ROLE,1
1949,Democratic,Ethel Waters,Black,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1950,Democratic,Louis Calhern,White,USA,North America,New York,ACTOR,0
1950,Democratic,José Ferrer,Hispanic,Puerto Rico,South America,0,ACTOR,1
1950,Democratic,William Holden,White,USA,North America,Illinois,ACTOR,0
1950,Democratic,James Stewart,White,USA,North America,Indiana,ACTOR,0
1950,Democratic,Spencer Tracy,White,USA,North America,Wisconsin,ACTOR,0
1950,Democratic,Jeff Chandler,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1950,Democratic,Edmund Gwenn,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1950,Democratic,Sam Jaffe,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1950,Democratic,George Sanders,Asian,Russia,Asia,0,ACTOR IN A SUPPORTING ROLE,1
1950,Democratic,Erich von Stroheim,White,Austria,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1950,Democratic,Anne Baxter,White,USA,North America,Indiana,ACTRESS,0
1950,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1950,Democratic,Judy Holliday,White,USA,North America,New York,ACTRESS,1
1950,Democratic,Eleanor Parker,White,USA,North America,Ohio,ACTRESS,0
1950,Democratic,Gloria Swanson,White,USA,North America,Illinois,ACTRESS,0
1950,Democratic,Hope Emerson,White,USA,North America,Iowa,ACTRESS IN A SUPPORTING ROLE,0
1950,Democratic,Celeste Holm,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1950,Democratic,Josephine Hull,White,USA,North America,Massachusetts,ACTRESS IN A SUPPORTING ROLE,1
1950,Democratic,Nancy Olson,White,USA,North America,Wisconsin,ACTRESS IN A SUPPORTING ROLE,0
1950,Democratic,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1951,Democratic,Humphrey Bogart,White,USA,North America,New York,ACTOR,1
1951,Democratic,Marlon Brando,White,USA,North America,Nebraska,ACTOR,0
1951,Democratic,Montgomery Clift,White,USA,North America,Nebraska,ACTOR,0
1951,Democratic,Arthur Kennedy,White,USA,North America,Connecticut,ACTOR,0
1951,Democratic,Fredric March,White,USA,North America,California,ACTOR,0
1951,Democratic,Leo Genn,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1951,Democratic,Kevin McCarthy,White,USA,North America,Washington,ACTOR IN A SUPPORTING ROLE,0
1951,Democratic,Karl Malden,White,USA,North America,Illinois,ACTOR IN A SUPPORTING ROLE,1
1951,Democratic,Peter Ustinov,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1951,Democratic,Gig Young,White,USA,North America,Minnesota,ACTOR IN A SUPPORTING ROLE,0
1951,Democratic,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1951,Democratic,Vivien Leigh,White,India,Asia,0,ACTRESS,1
1951,Democratic,Eleanor Parker,White,USA,North America,Ohio,ACTRESS,0
1951,Democratic,Shelley Winters,White,USA,North America,Missouri,ACTRESS,0
1951,Democratic,Jane Wyman,White,USA,North America,Missouri,ACTRESS,0
1951,Democratic,Joan Blondell,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1951,Democratic,Mildred Dunnock,White,USA,North America,Maryland,ACTRESS IN A SUPPORTING ROLE,0
1951,Democratic,Lee Grant,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1951,Democratic,Kim Hunter,White,USA,North America,Michigan,ACTRESS IN A SUPPORTING ROLE,1
1951,Democratic,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1952,Democratic,Marlon Brando,White,USA,North America,Nebraska,ACTOR,0
1952,Democratic,Gary Cooper,White,USA,North America,Montana,ACTOR,1
1952,Democratic,Kirk Douglas,White,USA,North America,New York,ACTOR,0
1952,Democratic,José Ferrer,Hispanic,Puerto Rico,South America,0,ACTOR,0
1952,Democratic,Alec Guinness,White,England,Europe,0,ACTOR,0
1952,Democratic,Richard Burton,White,Wales,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1952,Democratic,Arthur Hunnicutt,White,USA,North America,Arkansas,ACTOR IN A SUPPORTING ROLE,0
1952,Democratic,Victor McLaglen,White,England,Europe,0,ACTOR IN A SUPPORTING ROLE,0
1952,Democratic,Jack Palance,White,USA,North America,Pennsylvania,ACTOR IN A SUPPORTING ROLE,0
1952,Democratic,Anthony Quinn,Hispanic,Mexico,South America,0,ACTOR IN A SUPPORTING ROLE,1
1952,Democratic,Shirley Booth,White,USA,North America,New York,ACTRESS,1
1952,Democratic,Joan Crawford,White,USA,North America,Texas,ACTRESS,0
1952,Democratic,Bette Davis,White,USA,North America,Massachusetts,ACTRESS,0
1952,Democratic,Julie Harris,White,USA,North America,Michigan,ACTRESS,0
1952,Democratic,Susan Hayward,White,USA,North America,New York,ACTRESS,0
1952,Democratic,Gloria Grahame,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,1
1952,Democratic,Jean Hagen,White,USA,North America,Illinois,ACTRESS IN A SUPPORTING ROLE,0
1952,Democratic,Colette Marchand,White,France,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1952,Democratic,Terry Moore,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1952,Democratic,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1953,Republican,Marlon Brando,White,USA,North America,Nebraska,ACTOR,0
1953,Republican,Richard Burton,White,Wales,Europe,0,ACTOR,0
1953,Republican,Montgomery Clift,White,USA,North America,Nebraska,ACTOR,0
1953,Republican,William Holden,White,USA,North America,Illinois,ACTOR,1
1953,Republican,Burt Lancaster,White,USA,North America,New York,ACTOR,0
1953,Republican,Eddie Albert,White,USA,North America,Illinois,ACTOR IN A SUPPORTING ROLE,0
1953,Republican,Brandon De Wilde,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1953,Republican,Jack Palance,White,USA,North America,Pennsylvania,ACTOR IN A SUPPORTING ROLE,0
1953,Republican,Frank Sinatra,White,USA,North America,New Jersey,ACTOR IN A SUPPORTING ROLE,1
1953,Republican,Robert Strauss,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1953,Republican,Leslie Caron,White,France,Europe,0,ACTRESS,0
1953,Republican,Ava Gardner,White,USA,North America,North Carolina,ACTRESS,0
1953,Republican,Audrey Hepburn,White,Belgium,Europe,0,ACTRESS,1
1953,Republican,Deborah Kerr,White,Scotland,Europe,0,ACTRESS,0
1953,Republican,Maggie McNamara,White,USA,North America,New York,ACTRESS,0
1953,Republican,Grace Kelly,White,USA,North America,Pennsylvania,ACTRESS IN A SUPPORTING ROLE,0
1953,Republican,Geraldine Page,White,USA,North America,Missouri,ACTRESS IN A SUPPORTING ROLE,0
1953,Republican,Marjorie Rambeau,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1953,Republican,Donna Reed,White,USA,North America,Iowa,ACTRESS IN A SUPPORTING ROLE,1
1953,Republican,Thelma Ritter,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1954,Republican,Humphrey Bogart,White,USA,North America,New York,ACTOR,0
1954,Republican,Marlon Brando,White,USA,North America,Nebraska,ACTOR,1
1954,Republican,Bing Crosby,White,USA,North America,Washington,ACTOR,0
1954,Republican,James Mason,White,England,Europe,0,ACTOR,0
1954,Republican,Dan O'Herlihy,White,Ireland,Europe,0,ACTOR,0
1954,Republican,Lee J. Cobb,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1954,Republican,Karl Malden,White,USA,North America,Illinois,ACTOR IN A SUPPORTING ROLE,0
1954,Republican,Edmond O'Brien,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,1
1954,Republican,Rod Steiger,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1954,Republican,Tom Tully,White,USA,North America,Colorado,ACTOR IN A SUPPORTING ROLE,0
1954,Republican,Dorothy Dandridge,White,USA,North America,Ohio,ACTRESS,0
1954,Republican,Judy Garland,White,USA,North America,Minnesota,ACTRESS,0
1954,Republican,Audrey Hepburn,White,Belgium,Europe,0,ACTRESS,0
1954,Republican,Grace Kelly,White,USA,North America,Pennsylvania,ACTRESS,1
1954,Republican,Jane Wyman,White,USA,North America,Missouri,ACTRESS,0
1954,Republican,Nina Foch,White,Netherlands,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1954,Republican,Katy Jurado,Hispanic,Mexico,South America,0,ACTRESS IN A SUPPORTING ROLE,0
1954,Republican,Eva Marie Saint,White,USA,North America,New Jersey,ACTRESS IN A SUPPORTING ROLE,1
1954,Republican,Jan Sterling,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1954,Republican,Claire Trevor,White,USA,North America,New York,ACTRESS IN A SUPPORTING ROLE,0
1955,Republican,Ernest Borgnine,White,USA,North America,Connecticut,ACTOR,1
1955,Republican,James Cagney,White,USA,North America,New York,ACTOR,0
1955,Republican,James Dean,White,USA,North America,Indiana,ACTOR,0
1955,Republican,Frank Sinatra,White,USA,North America,New Jersey,ACTOR,0
1955,Republican,Spencer Tracy,White,USA,North America,Wisconsin,ACTOR,0
1955,Republican,Arthur Kennedy,White,USA,North America,Connecticut,ACTOR IN A SUPPORTING ROLE,0
1955,Republican,Jack Lemmon,White,USA,North America,Massachusetts,ACTOR IN A SUPPORTING ROLE,1
1955,Republican,Joe Mantell,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1955,Republican,Sal Mineo,Hispanic,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1955,Republican,Arthur O'Connell,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1955,Republican,Susan Hayward,White,USA,North America,New York,ACTRESS,0
1955,Republican,Katharine Hepburn,White,USA,North America,Connecticut,ACTRESS,0
1955,Republican,Jennifer Jones,White,USA,North America,Oklahoma,ACTRESS,0
1955,Republican,Anna Magnani,White,Italy,Europe,0,ACTRESS,1
1955,Republican,Eleanor Parker,White,USA,North America,Ohio,ACTRESS,0
1955,Republican,Betsy Blair,White,USA,North America,New Jersey,ACTRESS IN A SUPPORTING ROLE,0
1955,Republican,Peggy Lee,White,USA,North America,North Dakota,ACTRESS IN A SUPPORTING ROLE,0
1955,Republican,Marisa Pavan,White,Italy,Europe,0,ACTRESS IN A SUPPORTING ROLE,0
1955,Republican,Jo Van Fleet,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,1
1955,Republican,Natalie Wood,White,USA,North America,California,ACTRESS IN A SUPPORTING ROLE,0
1956,Republican,Yul Brynner,Asian,Russia,Asia,0,ACTOR,1
1956,Republican,James Dean,White,USA,North America,Indiana,ACTOR,0
1956,Republican,Kirk Douglas,White,USA,North America,New York,ACTOR,0
1956,Republican,Rock Hudson,White,USA,North America,Illinois,ACTOR,0
1956,Republican,Sir Laurence Olivier,White,England,Europe,0,ACTOR,0
1956,Republican,Don Murray,White,USA,North America,California,ACTOR IN A SUPPORTING ROLE,0
1956,Republican,Anthony Perkins,White,USA,North America,New York,ACTOR IN A SUPPORTING ROLE,0
1956,Republican,Anthony Quinn,Hispanic,Mexico,South America,0,ACTOR IN A SUPPORTING ROLE,1
