year,orientation,ethnicity,winner,ratio,party
1941,Lesbian ,White,1,0,Democratic
1941,Lesbian ,Asian,2,0,Democratic
1941,Lesbian ,Black,2,0,Democratic
1941,Lesbian ,Hispanic,2,0,Democratic
1941,Lesbian ,White,2,0,Democratic
1941,Straight,Asian,0,0,Democratic
1941,Straight,Black,0,0,Democratic
1941,Straight,Hispanic,0,0,Democratic
1941,Straight,White,0,100,Democratic
1941,Straight,Asian,1,0,Democratic
1941,Straight,Black,1,0,Democratic
1941,Straight,Hispanic,1,0,Democratic
1941,Straight,White,1,100,Democratic
1941,Straight,Asian,2,0,Democratic
1941,Straight,Black,2,0,Democratic
1941,Straight,Hispanic,2,0,Democratic
1941,Straight,White,2,100,Democratic
1942,Bisexual,Asian,0,0,Democratic
1942,Bisexual,Black,0,0,Democratic
1942,Bisexual,Hispanic,0,0,Democratic
1942,Bisexual,White,0,0,Democratic
1942,Bisexual,Asian,1,0,Democratic
1942,Bisexual,Black,1,0,Democratic
1942,Bisexual,Hispanic,1,0,Democratic
1942,Bisexual,White,1,0,Democratic
1942,Bisexual,Asian,2,0,Democratic
1942,Bisexual,Black,2,0,Democratic
1942,Bisexual,Hispanic,2,0,Democratic
1942,Bisexual,White,2,0,Democratic
1942,Gay     ,Asian,0,0,Democratic
1942,Gay     ,Black,0,0,Democratic
1942,Gay     ,Hispanic,0,0,Democratic
1942,Gay     ,White,0,5,Democratic
1942,Gay     ,Asian,1,0,Democratic
1942,Gay     ,Black,1,0,Democratic
1942,Gay     ,Hispanic,1,0,Democratic
1942,Gay     ,White,1,0,Democratic
1942,Gay     ,Asian,2,0,Democratic
1942,Gay     ,Black,2,0,Democratic
1942,Gay     ,Hispanic,2,0,Democratic
1942,Gay     ,White,2,4,Democratic
1942,Lesbian ,Asian,0,0,Democratic
1942,Lesbian ,Black,0,0,Democratic
1942,Lesbian ,Hispanic,0,0,Democratic
1942,Lesbian ,White,0,0,Democratic
1942,Lesbian ,Asian,1,0,Democratic
1942,Lesbian ,Black,1,0,Democratic
1942,Lesbian ,Hispanic,1,0,Democratic
1942,Lesbian ,White,1,0,Democratic
1942,Lesbian ,Asian,2,0,Democratic
1942,Lesbian ,Black,2,0,Democratic
1942,Lesbian ,Hispanic,2,0,Democratic
1942,Lesbian ,White,2,0,Democratic
1942,Straight,Asian,0,0,Democratic
1942,Straight,Black,0,0,Democratic
1942,Straight,Hispanic,0,0,Democratic
1942,Straight,White,0,95,Democratic
1942,Straight,Asian,1,0,Democratic
1942,Straight,Black,1,0,Democratic
1942,Straight,Hispanic,1,0,Democratic
1942,Straight,White,1,100,Democratic
1942,Straight,Asian,2,0,Democratic
1942,Straight,Black,2,0,Democratic
1942,Straight,Hispanic,2,0,Democratic
1942,Straight,White,2,96,Democratic
1943,Bisexual,Asian,0,0,Democratic
1943,Bisexual,Black,0,0,Democratic
1943,Bisexual,Hispanic,0,0,Democratic
1943,Bisexual,White,0,0,Democratic
1943,Bisexual,Asian,1,0,Democratic
1943,Bisexual,Black,1,0,Democratic
1943,Bisexual,Hispanic,1,0,Democratic
1943,Bisexual,White,1,0,Democratic
1943,Bisexual,Asian,2,0,Democratic
1943,Bisexual,Black,2,0,Democratic
1943,Bisexual,Hispanic,2,0,Democratic
1943,Bisexual,White,2,0,Democratic
1943,Gay     ,Asian,0,0,Democratic
1943,Gay     ,Black,0,0,Democratic
1943,Gay     ,Hispanic,0,0,Democratic
1943,Gay     ,White,0,0,Democratic
1943,Gay     ,Asian,1,0,Democratic
1943,Gay     ,Black,1,0,Democratic
1943,Gay     ,Hispanic,1,0,Democratic
1943,Gay     ,White,1,0,Democratic
1943,Gay     ,Asian,2,0,Democratic
1943,Gay     ,Black,2,0,Democratic
1943,Gay     ,Hispanic,2,0,Democratic
1943,Gay     ,White,2,0,Democratic
1943,Lesbian ,Asian,0,0,Democratic
1943,Lesbian ,Black,0,0,Democratic
1943,Lesbian ,Hispanic,0,0,Democratic
1943,Lesbian ,White,0,0,Democratic
1943,Lesbian ,Asian,1,0,Democratic
1943,Lesbian ,Black,1,0,Democratic
1943,Lesbian ,Hispanic,1,0,Democratic
1943,Lesbian ,White,1,0,Democratic
1943,Lesbian ,Asian,2,0,Democratic
1943,Lesbian ,Black,2,0,Democratic
1943,Lesbian ,Hispanic,2,0,Democratic
1943,Lesbian ,White,2,0,Democratic
1943,Straight,Asian,0,0,Democratic
1943,Straight,Black,0,0,Democratic
1943,Straight,Hispanic,0,0,Democratic
1943,Straight,White,0,100,Democratic
1943,Straight,Asian,1,0,Democratic
1943,Straight,Black,1,0,Democratic
1943,Straight,Hispanic,1,0,Democratic
1943,Straight,White,1,100,Democratic
1943,Straight,Asian,2,0,Democratic
1943,Straight,Black,2,0,Democratic
1943,Straight,Hispanic,2,0,Democratic
1943,Straight,White,2,100,Democratic
1944,Bisexual,Asian,0,0,Democratic
1944,Bisexual,Black,0,0,Democratic
1944,Bisexual,Hispanic,0,0,Democratic
1944,Bisexual,White,0,0,Democratic
1944,Bisexual,Asian,1,0,Democratic
1944,Bisexual,Black,1,0,Democratic
1944,Bisexual,Hispanic,1,0,Democratic
1944,Bisexual,White,1,0,Democratic
1944,Bisexual,Asian,2,0,Democratic
1944,Bisexual,Black,2,0,Democratic
1944,Bisexual,Hispanic,2,0,Democratic
1944,Bisexual,White,2,0,Democratic
1944,Gay     ,Asian,0,0,Democratic
1944,Gay     ,Black,0,0,Democratic
1944,Gay     ,Hispanic,0,0,Democratic
1944,Gay     ,White,0,10,Democratic
1944,Gay     ,Asian,1,0,Democratic
1944,Gay     ,Black,1,0,Democratic
1944,Gay     ,Hispanic,1,0,Democratic
1944,Gay     ,White,1,0,Democratic
1944,Gay     ,Asian,2,0,Democratic
1944,Gay     ,Black,2,0,Democratic
1944,Gay     ,Hispanic,2,0,Democratic
1944,Gay     ,White,2,8,Democratic
1944,Lesbian ,Asian,0,0,Democratic
1944,Lesbian ,Black,0,0,Democratic
1944,Lesbian ,Hispanic,0,0,Democratic
1944,Lesbian ,White,0,0,Democratic
1944,Lesbian ,Asian,1,0,Democratic
1944,Lesbian ,Black,1,0,Democratic
1944,Lesbian ,Hispanic,1,0,Democratic
1944,Lesbian ,White,1,0,Democratic
1944,Lesbian ,Asian,2,0,Democratic
1944,Lesbian ,Black,2,0,Democratic
1944,Lesbian ,Hispanic,2,0,Democratic
1944,Lesbian ,White,2,0,Democratic
1944,Straight,Asian,0,0,Democratic
1944,Straight,Black,0,0,Democratic
1944,Straight,Hispanic,0,0,Democratic
1944,Straight,White,0,90,Democratic
1944,Straight,Asian,1,0,Democratic
1944,Straight,Black,1,0,Democratic
1944,Straight,Hispanic,1,0,Democratic
1944,Straight,White,1,100,Democratic
1944,Straight,Asian,2,0,Democratic
1944,Straight,Black,2,0,Democratic
1944,Straight,Hispanic,2,0,Democratic
1944,Straight,White,2,92,Democratic
1945,Bisexual,Asian,0,0,Democratic
1945,Bisexual,Black,0,0,Democratic
1945,Bisexual,Hispanic,0,0,Democratic
1945,Bisexual,White,0,0,Democratic
1945,Bisexual,Asian,1,0,Democratic
1945,Bisexual,Black,1,0,Democratic
1945,Bisexual,Hispanic,1,0,Democratic
1945,Bisexual,White,1,0,Democratic
1945,Bisexual,Asian,2,0,Democratic
1945,Bisexual,Black,2,0,Democratic
1945,Bisexual,Hispanic,2,0,Democratic
1945,Bisexual,White,2,0,Democratic
1945,Gay     ,Asian,0,0,Democratic
1945,Gay     ,Black,0,0,Democratic
1945,Gay     ,Hispanic,0,0,Democratic
1945,Gay     ,White,0,0,Democratic
1945,Gay     ,Asian,1,0,Democratic
1945,Gay     ,Black,1,0,Democratic
1945,Gay     ,Hispanic,1,0,Democratic
1945,Gay     ,White,1,0,Democratic
1945,Gay     ,Asian,2,0,Democratic
1945,Gay     ,Black,2,0,Democratic
1945,Gay     ,Hispanic,2,0,Democratic
1945,Gay     ,White,2,0,Democratic
1945,Lesbian ,Asian,0,0,Democratic
1945,Lesbian ,Black,0,0,Democratic
1945,Lesbian ,Hispanic,0,0,Democratic
1945,Lesbian ,White,0,0,Democratic
1945,Lesbian ,Asian,1,0,Democratic
1945,Lesbian ,Black,1,0,Democratic
1945,Lesbian ,Hispanic,1,0,Democratic
1945,Lesbian ,White,1,0,Democratic
1945,Lesbian ,Asian,2,0,Democratic
1945,Lesbian ,Black,2,0,Democratic
1945,Lesbian ,Hispanic,2,0,Democratic
1945,Lesbian ,White,2,0,Democratic
1945,Straight,Asian,0,0,Democratic
1945,Straight,Black,0,0,Democratic
1945,Straight,Hispanic,0,0,Democratic
1945,Straight,White,0,100,Democratic
1945,Straight,Asian,1,0,Democratic
1945,Straight,Black,1,0,Democratic
1945,Straight,Hispanic,1,0,Democratic
1945,Straight,White,1,100,Democratic
1945,Straight,Asian,2,0,Democratic
1945,Straight,Black,2,0,Democratic
1945,Straight,Hispanic,2,0,Democratic
1945,Straight,White,2,100,Democratic
1946,Bisexual,Asian,0,0,Democratic
1946,Bisexual,Black,0,0,Democratic
1946,Bisexual,Hispanic,0,0,Democratic
1946,Bisexual,White,0,0,Democratic
1946,Bisexual,Asian,1,0,Democratic
1946,Bisexual,Black,1,0,Democratic
1946,Bisexual,Hispanic,1,0,Democratic
1946,Bisexual,White,1,0,Democratic
1946,Bisexual,Asian,2,0,Democratic
1946,Bisexual,Black,2,0,Democratic
1946,Bisexual,Hispanic,2,0,Democratic
1946,Bisexual,White,2,0,Democratic
1946,Gay     ,Asian,0,0,Democratic
1946,Gay     ,Black,0,0,Democratic
1946,Gay     ,Hispanic,0,0,Democratic
1946,Gay     ,White,0,5,Democratic
1946,Gay     ,Asian,1,0,Democratic
1946,Gay     ,Black,1,0,Democratic
1946,Gay     ,Hispanic,1,0,Democratic
1946,Gay     ,White,1,0,Democratic
1946,Gay     ,Asian,2,0,Democratic
1946,Gay     ,Black,2,0,Democratic
1946,Gay     ,Hispanic,2,0,Democratic
1946,Gay     ,White,2,4,Democratic
1946,Lesbian ,Asian,0,0,Democratic
1946,Lesbian ,Black,0,0,Democratic
1946,Lesbian ,Hispanic,0,0,Democratic
1946,Lesbian ,White,0,0,Democratic
1946,Lesbian ,Asian,1,0,Democratic
1946,Lesbian ,Black,1,0,Democratic
1946,Lesbian ,Hispanic,1,0,Democratic
1946,Lesbian ,White,1,0,Democratic
1946,Lesbian ,Asian,2,0,Democratic
1946,Lesbian ,Black,2,0,Democratic
1946,Lesbian ,Hispanic,2,0,Democratic
1946,Lesbian ,White,2,0,Democratic
1946,Straight,Asian,0,0,Democratic
1946,Straight,Black,0,0,Democratic
1946,Straight,Hispanic,0,0,Democratic
1946,Straight,White,0,95,Democratic
1946,Straight,Asian,1,0,Democratic
1946,Straight,Black,1,0,Democratic
1946,Straight,Hispanic,1,0,Democratic
1946,Straight,White,1,100,Democratic
1946,Straight,Asian,2,0,Democratic
1946,Straight,Black,2,0,Democratic
1946,Straight,Hispanic,2,0,Democratic
1946,Straight,White,2,96,Democratic
1947,Bisexual,Asian,0,0,Democratic
1947,Bisexual,Black,0,0,Democratic
1947,Bisexual,Hispanic,0,0,Democratic
1947,Bisexual,White,0,5,Democratic
1947,Bisexual,Asian,1,0,Democratic
1947,Bisexual,Black,1,0,Democratic
1947,Bisexual,Hispanic,1,0,Democratic
1947,Bisexual,White,1,0,Democratic
1947,Bisexual,Asian,2,0,Democratic
1947,Bisexual,Black,2,0,Democratic
1947,Bisexual,Hispanic,2,0,Democratic
1947,Bisexual,White,2,4,Democratic
1947,Gay     ,Asian,0,0,Democratic
1947,Gay     ,Black,0,0,Democratic
1947,Gay     ,Hispanic,0,0,Democratic
1947,Gay     ,White,0,5,Democratic
1947,Gay     ,Asian,1,0,Democratic
1947,Gay     ,Black,1,0,Democratic
1947,Gay     ,Hispanic,1,0,Democratic
1947,Gay     ,White,1,0,Democratic
1947,Gay     ,Asian,2,0,Democratic
1947,Gay     ,Black,2,0,Democratic
1947,Gay     ,Hispanic,2,0,Democratic
1947,Gay     ,White,2,4,Democratic
1947,Lesbian ,Asian,0,0,Democratic
1947,Lesbian ,Black,0,0,Democratic
1947,Lesbian ,Hispanic,0,0,Democratic
1947,Lesbian ,White,0,0,Democratic
1947,Lesbian ,Asian,1,0,Democratic
1947,Lesbian ,Black,1,0,Democratic
1947,Lesbian ,Hispanic,1,0,Democratic
1947,Lesbian ,White,1,0,Democratic
1947,Lesbian ,Asian,2,0,Democratic
1947,Lesbian ,Black,2,0,Democratic
1947,Lesbian ,Hispanic,2,0,Democratic
1947,Lesbian ,White,2,0,Democratic
1947,Straight,Asian,0,0,Democratic
1947,Straight,Black,0,0,Democratic
1947,Straight,Hispanic,0,0,Democratic
1947,Straight,White,0,90,Democratic
1947,Straight,Asian,1,0,Democratic
1947,Straight,Black,1,0,Democratic
1947,Straight,Hispanic,1,0,Democratic
1947,Straight,White,1,100,Democratic
1947,Straight,Asian,2,0,Democratic
1947,Straight,Black,2,0,Democratic
1947,Straight,Hispanic,2,0,Democratic
1947,Straight,White,2,92,Democratic
1948,Bisexual,Asian,0,0,Democratic
1948,Bisexual,Black,0,0,Democratic
1948,Bisexual,Hispanic,0,0,Democratic
1948,Bisexual,White,0,0,Democratic
1948,Bisexual,Asian,1,0,Democratic
1948,Bisexual,Black,1,0,Democratic
1948,Bisexual,Hispanic,1,0,Democratic
1948,Bisexual,White,1,0,Democratic
1948,Bisexual,Asian,2,0,Democratic
1948,Bisexual,Black,2,0,Democratic
1948,Bisexual,Hispanic,2,0,Democratic
1948,Bisexual,White,2,0,Democratic
1948,Gay     ,Asian,0,0,Democratic
1948,Gay     ,Black,0,0,Democratic
1948,Gay     ,Hispanic,0,0,Democratic
1948,Gay     ,White,0,10,Democratic
1948,Gay     ,Asian,1,0,Democratic
1948,Gay     ,Black,1,0,Democratic
1948,Gay     ,Hispanic,1,0,Democratic
1948,Gay     ,White,1,0,Democratic
1948,Gay     ,Asian,2,0,Democratic
1948,Gay     ,Black,2,0,Democratic
1948,Gay     ,Hispanic,2,0,Democratic
1948,Gay     ,White,2,8,Democratic
1948,Lesbian ,Asian,0,0,Democratic
1948,Lesbian ,Black,0,0,Democratic
1948,Lesbian ,Hispanic,0,0,Democratic
1948,Lesbian ,White,0,0,Democratic
1948,Lesbian ,Asian,1,0,Democratic
1948,Lesbian ,Black,1,0,Democratic
1948,Lesbian ,Hispanic,1,0,Democratic
1948,Lesbian ,White,1,0,Democratic
1948,Lesbian ,Asian,2,0,Democratic
1948,Lesbian ,Black,2,0,Democratic
1948,Lesbian ,Hispanic,2,0,Democratic
1948,Lesbian ,White,2,0,Democratic
1948,Straight,Asian,0,0,Democratic
1948,Straight,Black,0,0,Democratic
1948,Straight,Hispanic,0,4.5,Democratic
1948,Straight,White,0,85.5,Democratic
1948,Straight,Asian,1,0,Democratic
1948,Straight,Black,1,0,Democratic
1948,Straight,Hispanic,1,0,Democratic
1948,Straight,White,1,100,Democratic
1948,Straight,Asian,2,0,Democratic
1948,Straight,Black,2,0,Democratic
1948,Straight,Hispanic,2,4.6,Democratic
1948,Straight,White,2,87.4,Democratic
1949,Bisexual,Asian,0,0,Democratic
1949,Bisexual,Black,0,0,Democratic
1949,Bisexual,Hispanic,0,0,Democratic
1949,Bisexual,White,0,0,Democratic
1949,Bisexual,Asian,1,0,Democratic
1949,Bisexual,Black,1,0,Democratic
1949,Bisexual,Hispanic,1,0,Democratic
1949,Bisexual,White,1,0,Democratic
1949,Bisexual,Asian,2,0,Democratic
1949,Bisexual,Black,2,0,Democratic
1949,Bisexual,Hispanic,2,0,Democratic
1949,Bisexual,White,2,0,Democratic
1949,Gay     ,Asian,0,0,Democratic
1949,Gay     ,Black,0,0,Democratic
1949,Gay     ,Hispanic,0,0,Democratic
1949,Gay     ,White,0,0,Democratic
1949,Gay     ,Asian,1,0,Democratic
1949,Gay     ,Black,1,0,Democratic
1949,Gay     ,Hispanic,1,0,Democratic
1949,Gay     ,White,1,0,Democratic
1949,Gay     ,Asian,2,0,Democratic
1949,Gay     ,Black,2,0,Democratic
1949,Gay     ,Hispanic,2,0,Democratic
1949,Gay     ,White,2,0,Democratic
1949,Lesbian ,Asian,0,0,Democratic
1949,Lesbian ,Black,0,0,Democratic
1949,Lesbian ,Hispanic,0,0,Democratic
1949,Lesbian ,White,0,0,Democratic
1949,Lesbian ,Asian,1,0,Democratic
1949,Lesbian ,Black,1,0,Democratic
1949,Lesbian ,Hispanic,1,0,Democratic
1949,Lesbian ,White,1,0,Democratic
1949,Lesbian ,Asian,2,0,Democratic
1949,Lesbian ,Black,2,0,Democratic
1949,Lesbian ,Hispanic,2,0,Democratic
1949,Lesbian ,White,2,0,Democratic
1949,Straight,Asian,0,0,Democratic
1949,Straight,Black,0,5,Democratic
1949,Straight,Hispanic,0,0,Democratic
1949,Straight,White,0,95,Democratic
1949,Straight,Asian,1,0,Democratic
1949,Straight,Black,1,0,Democratic
1949,Straight,Hispanic,1,0,Democratic
1949,Straight,White,1,100,Democratic
1949,Straight,Asian,2,0,Democratic
1949,Straight,Black,2,4,Democratic
1949,Straight,Hispanic,2,0,Democratic
1949,Straight,White,2,96,Democratic
1950,Bisexual,Asian,0,0,Democratic
1950,Bisexual,Black,0,0,Democratic
1950,Bisexual,Hispanic,0,0,Democratic
1950,Bisexual,White,0,0,Democratic
1950,Bisexual,Asian,1,0,Democratic
1950,Bisexual,Black,1,0,Democratic
1950,Bisexual,Hispanic,1,0,Democratic
1950,Bisexual,White,1,0,Democratic
1950,Bisexual,Asian,2,0,Democratic
1950,Bisexual,Black,2,0,Democratic
1950,Bisexual,Hispanic,2,0,Democratic
1950,Bisexual,White,2,0,Democratic
1950,Gay     ,Asian,0,0,Democratic
1950,Gay     ,Black,0,0,Democratic
1950,Gay     ,Hispanic,0,0,Democratic
1950,Gay     ,White,0,5,Democratic
1950,Gay     ,Asian,1,0,Democratic
1950,Gay     ,Black,1,0,Democratic
1950,Gay     ,Hispanic,1,0,Democratic
1950,Gay     ,White,1,0,Democratic
1950,Gay     ,Asian,2,0,Democratic
1950,Gay     ,Black,2,0,Democratic
1950,Gay     ,Hispanic,2,0,Democratic
1950,Gay     ,White,2,4,Democratic
1950,Lesbian ,Asian,0,0,Democratic
1950,Lesbian ,Black,0,0,Democratic
1950,Lesbian ,Hispanic,0,0,Democratic
1950,Lesbian ,White,0,0,Democratic
1950,Lesbian ,Asian,1,0,Democratic
1950,Lesbian ,Black,1,0,Democratic
1950,Lesbian ,Hispanic,1,0,Democratic
1950,Lesbian ,White,1,0,Democratic
1950,Lesbian ,Asian,2,0,Democratic
1950,Lesbian ,Black,2,0,Democratic
1950,Lesbian ,Hispanic,2,0,Democratic
1950,Lesbian ,White,2,0,Democratic
1950,Straight,Asian,0,0,Democratic
1950,Straight,Black,0,0,Democratic
1950,Straight,Hispanic,0,0,Democratic
1950,Straight,White,0,95,Democratic
1950,Straight,Asian,1,0,Democratic
1950,Straight,Black,1,0,Democratic
1950,Straight,Hispanic,1,20,Democratic
1950,Straight,White,1,80,Democratic
1950,Straight,Asian,2,0,Democratic
1950,Straight,Black,2,0,Democratic
1950,Straight,Hispanic,2,4,Democratic
1950,Straight,White,2,92,Democratic
1951,Bisexual,Asian,0,0,Democratic
1951,Bisexual,Black,0,0,Democratic
1951,Bisexual,Hispanic,0,0,Democratic
1951,Bisexual,White,0,10,Democratic
1951,Bisexual,Asian,1,0,Democratic
1951,Bisexual,Black,1,0,Democratic
1951,Bisexual,Hispanic,1,0,Democratic
1951,Bisexual,White,1,0,Democratic
1951,Bisexual,Asian,2,0,Democratic
1951,Bisexual,Black,2,0,Democratic
1951,Bisexual,Hispanic,2,0,Democratic
1951,Bisexual,White,2,8,Democratic
1951,Gay     ,Asian,0,0,Democratic
1951,Gay     ,Black,0,0,Democratic
1951,Gay     ,Hispanic,0,0,Democratic
1951,Gay     ,White,0,5,Democratic
1951,Gay     ,Asian,1,0,Democratic
1951,Gay     ,Black,1,0,Democratic
1951,Gay     ,Hispanic,1,0,Democratic
1951,Gay     ,White,1,0,Democratic
1951,Gay     ,Asian,2,0,Democratic
1951,Gay     ,Black,2,0,Democratic
1951,Gay     ,Hispanic,2,0,Democratic
1951,Gay     ,White,2,4,Democratic
1951,Lesbian ,Asian,0,0,Democratic
1951,Lesbian ,Black,0,0,Democratic
1951,Lesbian ,Hispanic,0,0,Democratic
1951,Lesbian ,White,0,0,Democratic
1951,Lesbian ,Asian,1,0,Democratic
1951,Lesbian ,Black,1,0,Democratic
1951,Lesbian ,Hispanic,1,0,Democratic
1951,Lesbian ,White,1,0,Democratic
1951,Lesbian ,Asian,2,0,Democratic
1951,Lesbian ,Black,2,0,Democratic
1951,Lesbian ,Hispanic,2,0,Democratic
1951,Lesbian ,White,2,0,Democratic
1951,Straight,Asian,0,0,Democratic
1951,Straight,Black,0,0,Democratic
1951,Straight,Hispanic,0,0,Democratic
1951,Straight,White,0,85,Democratic
1951,Straight,Asian,1,0,Democratic
1951,Straight,Black,1,0,Democratic
1951,Straight,Hispanic,1,0,Democratic
1951,Straight,White,1,100,Democratic
1951,Straight,Asian,2,0,Democratic
1951,Straight,Black,2,0,Democratic
1951,Straight,Hispanic,2,0,Democratic
1951,Straight,White,2,88,Democratic
1952,Bisexual,Asian,0,0,Democratic
1952,Bisexual,Black,0,0,Democratic
1952,Bisexual,Hispanic,0,0,Democratic
1952,Bisexual,White,0,5,Democratic
1952,Bisexual,Asian,1,0,Democratic
1952,Bisexual,Black,1,0,Democratic
1952,Bisexual,Hispanic,1,0,Democratic
1952,Bisexual,White,1,0,Democratic
1952,Bisexual,Asian,2,0,Democratic
1952,Bisexual,Black,2,0,Democratic
1952,Bisexual,Hispanic,2,0,Democratic
1952,Bisexual,White,2,4,Democratic
1952,Gay     ,Asian,0,0,Democratic
1952,Gay     ,Black,0,0,Democratic
1952,Gay     ,Hispanic,0,0,Democratic
1952,Gay     ,White,0,0,Democratic
1952,Gay     ,Asian,1,0,Democratic
1952,Gay     ,Black,1,0,Democratic
1952,Gay     ,Hispanic,1,0,Democratic
1952,Gay     ,White,1,0,Democratic
1952,Gay     ,Asian,2,0,Democratic
1952,Gay     ,Black,2,0,Democratic
1952,Gay     ,Hispanic,2,0,Democratic
1952,Gay     ,White,2,0,Democratic
1952,Lesbian ,Asian,0,0,Democratic
1952,Lesbian ,Black,0,0,Democratic
1952,Lesbian ,Hispanic,0,0,Democratic
1952,Lesbian ,White,0,0,Democratic
1952,Lesbian ,Asian,1,0,Democratic
1952,Lesbian ,Black,1,0,Democratic
1952,Lesbian ,Hispanic,1,0,Democratic
1952,Lesbian ,White,1,0,Democratic
1952,Lesbian ,Asian,2,0,Democratic
1952,Lesbian ,Black,2,0,Democratic
1952,Lesbian ,Hispanic,2,0,Democratic
1952,Lesbian ,White,2,0,Democratic
1952,Straight,Asian,0,0,Democratic
1952,Straight,Black,0,0,Democratic
1952,Straight,Hispanic,0,4.75,Democratic
1952,Straight,White,0,90.25,Democratic
1952,Straight,Asian,1,0,Democratic
1952,Straight,Black,1,0,Democratic
1952,Straight,Hispanic,1,20,Democratic
1952,Straight,White,1,80,Democratic
1952,Straight,Asian,2,0,Democratic
1952,Straight,Black,2,0,Democratic
1952,Straight,Hispanic,2,7.68,Democratic
1952,Straight,White,2,88.32,Democratic
1953,Bisexual,Asian,0,0,Republican
1953,Bisexual,Black,0,0,Republican
1953,Bisexual,Hispanic,0,0,Republican
1953,Bisexual,White,0,5,Republican
1953,Bisexual,Asian,1,0,Republican
1953,Bisexual,Black,1,0,Republican
1953,Bisexual,Hispanic,1,0,Republican
1953,Bisexual,White,1,0,Republican
1953,Bisexual,Asian,2,0,Republican
1953,Bisexual,Black,2,0,Republican
1953,Bisexual,Hispanic,2,0,Republican
1953,Bisexual,White,2,4,Republican
1953,Gay     ,Asian,0,0,Republican
1953,Gay     ,Black,0,0,Republican
1953,Gay     ,Hispanic,0,0,Republican
1953,Gay     ,White,0,10,Republican
1953,Gay     ,Asian,1,0,Republican
1953,Gay     ,Black,1,0,Republican
1953,Gay     ,Hispanic,1,0,Republican
1953,Gay     ,White,1,0,Republican
1953,Gay     ,Asian,2,0,Republican
1953,Gay     ,Black,2,0,Republican
1953,Gay     ,Hispanic,2,0,Republican
1953,Gay     ,White,2,8,Republican
1953,Lesbian ,Asian,0,0,Republican
1953,Lesbian ,Black,0,0,Republican
1953,Lesbian ,Hispanic,0,0,Republican
1953,Lesbian ,White,0,0,Republican
1953,Lesbian ,Asian,1,0,Republican
1953,Lesbian ,Black,1,0,Republican
1953,Lesbian ,Hispanic,1,0,Republican
1953,Lesbian ,White,1,0,Republican
1953,Lesbian ,Asian,2,0,Republican
1953,Lesbian ,Black,2,0,Republican
1953,Lesbian ,Hispanic,2,0,Republican
1953,Lesbian ,White,2,0,Republican
1953,Straight,Asian,0,0,Republican
1953,Straight,Black,0,0,Republican
1953,Straight,Hispanic,0,0,Republican
1953,Straight,White,0,85,Republican
1953,Straight,Asian,1,0,Republican
1953,Straight,Black,1,0,Republican
1953,Straight,Hispanic,1,0,Republican
1953,Straight,White,1,100,Republican
1953,Straight,Asian,2,0,Republican
1953,Straight,Black,2,0,Republican
1953,Straight,Hispanic,2,0,Republican
1953,Straight,White,2,88,Republican
1954,Bisexual,Asian,0,0,Republican
1954,Bisexual,Black,0,0,Republican
1954,Bisexual,Hispanic,0,0,Republican
1954,Bisexual,White,0,0,Republican
1954,Bisexual,Asian,1,0,Republican
1954,Bisexual,Black,1,0,Republican
1954,Bisexual,Hispanic,1,0,Republican
1954,Bisexual,White,1,20,Republican
1954,Bisexual,Asian,2,0,Republican
1954,Bisexual,Black,2,0,Republican
1954,Bisexual,Hispanic,2,0,Republican
1954,Bisexual,White,2,4,Republican
1954,Gay     ,Asian,0,0,Republican
1954,Gay     ,Black,0,0,Republican
1954,Gay     ,Hispanic,0,0,Republican
1954,Gay     ,White,0,0,Republican
1954,Gay     ,Asian,1,0,Republican
1954,Gay     ,Black,1,0,Republican
1954,Gay     ,Hispanic,1,0,Republican
1954,Gay     ,White,1,0,Republican
1954,Gay     ,Asian,2,0,Republican
1954,Gay     ,Black,2,0,Republican
1954,Gay     ,Hispanic,2,0,Republican
1954,Gay     ,White,2,0,Republican
1954,Lesbian ,Asian,0,0,Republican
1954,Lesbian ,Black,0,0,Republican
1954,Lesbian ,Hispanic,0,0,Republican
1954,Lesbian ,White,0,0,Republican
1954,Lesbian ,Asian,1,0,Republican
1954,Lesbian ,Black,1,0,Republican
1954,Lesbian ,Hispanic,1,0,Republican
1954,Lesbian ,White,1,0,Republican
1954,Lesbian ,Asian,2,0,Republican
1954,Lesbian ,Black,2,0,Republican
1954,Lesbian ,Hispanic,2,0,Republican
1954,Lesbian ,White,2,0,Republican
1954,Straight,Asian,0,0,Republican
1954,Straight,Black,0,5,Republican
1954,Straight,Hispanic,0,5,Republican
1954,Straight,White,0,90,Republican
1954,Straight,Asian,1,0,Republican
1954,Straight,Black,1,0,Republican
1954,Straight,Hispanic,1,0,Republican
1954,Straight,White,1,80,Republican
1954,Straight,Asian,2,0,Republican
1954,Straight,Black,2,3.84,Republican
1954,Straight,Hispanic,2,3.84,Republican
1954,Straight,White,2,88.32,Republican
1955,Bisexual,Asian,0,0,Republican
1955,Bisexual,Black,0,0,Republican
1955,Bisexual,Hispanic,0,0,Republican
1955,Bisexual,White,0,5,Republican
1955,Bisexual,Asian,1,0,Republican
1955,Bisexual,Black,1,0,Republican
1955,Bisexual,Hispanic,1,0,Republican
1955,Bisexual,White,1,0,Republican
1955,Bisexual,Asian,2,0,Republican
1955,Bisexual,Black,2,0,Republican
1955,Bisexual,Hispanic,2,0,Republican
1955,Bisexual,White,2,4,Republican
1955,Gay     ,Asian,0,0,Republican
