year,orientation,ethnicity,winner,ratio,party
1969,Bisexual,Black,0,0,Republican
1969,Bisexual,Hispanic,0,0,Republican
1969,Bisexual,White,0,0,Republican
1969,Bisexual,Asian,1,0,Republican
1969,Bisexual,Black,1,0,Republican
1969,Bisexual,Hispanic,1,0,Republican
1969,Bisexual,White,1,0,Republican
1969,Bisexual,Asian,2,0,Republican
1969,Bisexual,Black,2,0,Republican
1969,Bisexual,Hispanic,2,0,Republican
1969,Bisexual,White,2,0,Republican
1969,Gay     ,Asian,0,0,Republican
1969,Gay     ,Black,0,0,Republican
1969,Gay     ,Hispanic,0,0,Republican
1969,Gay     ,White,0,0,Republican
1969,Gay     ,Asian,1,0,Republican
1969,Gay     ,Black,1,0,Republican
1969,Gay     ,Hispanic,1,0,Republican
1969,Gay     ,White,1,20,Republican
1969,Gay     ,Asian,2,0,Republican
1969,Gay     ,Black,2,0,Republican
1969,Gay     ,Hispanic,2,0,Republican
1969,Gay     ,White,2,4,Republican
1969,Lesbian ,Asian,0,0,Republican
1969,Lesbian ,Black,0,0,Republican
1969,Lesbian ,Hispanic,0,0,Republican
1969,Lesbian ,White,0,0,Republican
1969,Lesbian ,Asian,1,0,Republican
1969,Lesbian ,Black,1,0,Republican
1969,Lesbian ,Hispanic,1,0,Republican
1969,Lesbian ,White,1,0,Republican
1969,Lesbian ,Asian,2,0,Republican
1969,Lesbian ,Black,2,0,Republican
1969,Lesbian ,Hispanic,2,0,Republican
1969,Lesbian ,White,2,0,Republican
1969,Straight,Asian,0,0,Republican
1969,Straight,Black,0,5,Republican
1969,Straight,Hispanic,0,0,Republican
1969,Straight,White,0,95,Republican
1969,Straight,Asian,1,0,Republican
1969,Straight,Black,1,0,Republican
1969,Straight,Hispanic,1,0,Republican
1969,Straight,White,1,80,Republican
1969,Straight,Asian,2,0,Republican
1969,Straight,Black,2,3.84,Republican
1969,Straight,Hispanic,2,0,Republican
1969,Straight,White,2,92.16,Republican
1970,Bisexual,Asian,0,0,Republican
1970,Bisexual,Black,0,0,Republican
1970,Bisexual,Hispanic,0,0,Republican
1970,Bisexual,White,0,0,Republican
1970,Bisexual,Asian,1,0,Republican
1970,Bisexual,Black,1,0,Republican
1970,Bisexual,Hispanic,1,0,Republican
1970,Bisexual,White,1,0,Republican
1970,Bisexual,Asian,2,0,Republican
1970,Bisexual,Black,2,0,Republican
1970,Bisexual,Hispanic,2,0,Republican
1970,Bisexual,White,2,0,Republican
1970,Gay     ,Asian,0,0,Republican
1970,Gay     ,Black,0,0,Republican
1970,Gay     ,Hispanic,0,0,Republican
1970,Gay     ,White,0,0,Republican
1970,Gay     ,Asian,1,0,Republican
1970,Gay     ,Black,1,0,Republican
1970,Gay     ,Hispanic,1,0,Republican
1970,Gay     ,White,1,0,Republican
1970,Gay     ,Asian,2,0,Republican
1970,Gay     ,Black,2,0,Republican
1970,Gay     ,Hispanic,2,0,Republican
1970,Gay     ,White,2,0,Republican
1970,Lesbian ,Asian,0,0,Republican
1970,Lesbian ,Black,0,0,Republican
1970,Lesbian ,Hispanic,0,0,Republican
1970,Lesbian ,White,0,0,Republican
1970,Lesbian ,Asian,1,0,Republican
1970,Lesbian ,Black,1,0,Republican
1970,Lesbian ,Hispanic,1,0,Republican
1970,Lesbian ,White,1,0,Republican
1970,Lesbian ,Asian,2,0,Republican
1970,Lesbian ,Black,2,0,Republican
1970,Lesbian ,Hispanic,2,0,Republican
1970,Lesbian ,White,2,0,Republican
1970,Straight,Asian,0,5.56,Republican
1970,Straight,Black,0,5.56,Republican
1970,Straight,Hispanic,0,0,Republican
1970,Straight,White,0,88.89,Republican
1970,Straight,Asian,1,0,Republican
1970,Straight,Black,1,0,Republican
1970,Straight,Hispanic,1,0,Republican
1970,Straight,White,1,100,Republican
1970,Straight,Asian,2,4.44,Republican
1970,Straight,Black,2,4.44,Republican
1970,Straight,Hispanic,2,0,Republican
1970,Straight,White,2,91.11,Republican
1971,Bisexual,Asian,0,0,Republican
1971,Bisexual,Black,0,0,Republican
1971,Bisexual,Hispanic,0,0,Republican
1971,Bisexual,White,0,0,Republican
1971,Bisexual,Asian,1,0,Republican
1971,Bisexual,Black,1,0,Republican
1971,Bisexual,Hispanic,1,0,Republican
1971,Bisexual,White,1,0,Republican
1971,Bisexual,Asian,2,0,Republican
1971,Bisexual,Black,2,0,Republican
1971,Bisexual,Hispanic,2,0,Republican
1971,Bisexual,White,2,0,Republican
1971,Gay     ,Asian,0,0,Republican
1971,Gay     ,Black,0,0,Republican
1971,Gay     ,Hispanic,0,0,Republican
1971,Gay     ,White,0,10,Republican
1971,Gay     ,Asian,1,0,Republican
1971,Gay     ,Black,1,0,Republican
1971,Gay     ,Hispanic,1,0,Republican
1971,Gay     ,White,1,0,Republican
1971,Gay     ,Asian,2,0,Republican
1971,Gay     ,Black,2,0,Republican
1971,Gay     ,Hispanic,2,0,Republican
1971,Gay     ,White,2,8,Republican
1971,Lesbian ,Asian,0,0,Republican
1971,Lesbian ,Black,0,0,Republican
1971,Lesbian ,Hispanic,0,0,Republican
1971,Lesbian ,White,0,0,Republican
1971,Lesbian ,Asian,1,0,Republican
1971,Lesbian ,Black,1,0,Republican
1971,Lesbian ,Hispanic,1,0,Republican
1971,Lesbian ,White,1,0,Republican
1971,Lesbian ,Asian,2,0,Republican
1971,Lesbian ,Black,2,0,Republican
1971,Lesbian ,Hispanic,2,0,Republican
1971,Lesbian ,White,2,0,Republican
1971,Straight,Asian,0,0,Republican
1971,Straight,Black,0,0,Republican
1971,Straight,Hispanic,0,0,Republican
1971,Straight,White,0,90,Republican
1971,Straight,Asian,1,0,Republican
1971,Straight,Black,1,0,Republican
1971,Straight,Hispanic,1,0,Republican
1971,Straight,White,1,100,Republican
1971,Straight,Asian,2,0,Republican
1971,Straight,Black,2,0,Republican
1971,Straight,Hispanic,2,0,Republican
1971,Straight,White,2,92,Republican
1972,Bisexual,Asian,0,0,Republican
1972,Bisexual,Black,0,0,Republican
1972,Bisexual,Hispanic,0,0,Republican
1972,Bisexual,White,0,0,Republican
1972,Bisexual,Asian,1,0,Republican
1972,Bisexual,Black,1,0,Republican
1972,Bisexual,Hispanic,1,0,Republican
1972,Bisexual,White,1,20,Republican
1972,Bisexual,Asian,2,0,Republican
1972,Bisexual,Black,2,0,Republican
1972,Bisexual,Hispanic,2,0,Republican
1972,Bisexual,White,2,4,Republican
1972,Gay     ,Asian,0,0,Republican
1972,Gay     ,Black,0,5,Republican
1972,Gay     ,Hispanic,0,0,Republican
1972,Gay     ,White,0,0,Republican
1972,Gay     ,Asian,1,0,Republican
1972,Gay     ,Black,1,0,Republican
1972,Gay     ,Hispanic,1,0,Republican
1972,Gay     ,White,1,20,Republican
1972,Gay     ,Asian,2,0,Republican
1972,Gay     ,Black,2,4,Republican
1972,Gay     ,Hispanic,2,0,Republican
1972,Gay     ,White,2,4,Republican
1972,Lesbian ,Asian,0,0,Republican
1972,Lesbian ,Black,0,0,Republican
1972,Lesbian ,Hispanic,0,0,Republican
1972,Lesbian ,White,0,0,Republican
1972,Lesbian ,Asian,1,0,Republican
1972,Lesbian ,Black,1,0,Republican
1972,Lesbian ,Hispanic,1,0,Republican
1972,Lesbian ,White,1,0,Republican
1972,Lesbian ,Asian,2,0,Republican
1972,Lesbian ,Black,2,0,Republican
1972,Lesbian ,Hispanic,2,0,Republican
1972,Lesbian ,White,2,0,Republican
1972,Straight,Asian,0,0,Republican
1972,Straight,Black,0,10,Republican
1972,Straight,Hispanic,0,0,Republican
1972,Straight,White,0,85,Republican
1972,Straight,Asian,1,0,Republican
1972,Straight,Black,1,0,Republican
1972,Straight,Hispanic,1,0,Republican
1972,Straight,White,1,60,Republican
1972,Straight,Asian,2,0,Republican
1972,Straight,Black,2,8,Republican
1972,Straight,Hispanic,2,0,Republican
1972,Straight,White,2,80,Republican
1973,Bisexual,Asian,0,0,Republican
1973,Bisexual,Black,0,0,Republican
1973,Bisexual,Hispanic,0,0,Republican
1973,Bisexual,White,0,5,Republican
1973,Bisexual,Asian,1,0,Republican
1973,Bisexual,Black,1,0,Republican
1973,Bisexual,Hispanic,1,0,Republican
1973,Bisexual,White,1,20,Republican
1973,Bisexual,Asian,2,0,Republican
1973,Bisexual,Black,2,0,Republican
1973,Bisexual,Hispanic,2,0,Republican
1973,Bisexual,White,2,8,Republican
1973,Gay     ,Asian,0,0,Republican
1973,Gay     ,Black,0,0,Republican
1973,Gay     ,Hispanic,0,0,Republican
1973,Gay     ,White,0,5,Republican
1973,Gay     ,Asian,1,0,Republican
1973,Gay     ,Black,1,0,Republican
1973,Gay     ,Hispanic,1,0,Republican
1973,Gay     ,White,1,0,Republican
1973,Gay     ,Asian,2,0,Republican
1973,Gay     ,Black,2,0,Republican
1973,Gay     ,Hispanic,2,0,Republican
1973,Gay     ,White,2,4,Republican
1973,Lesbian ,Asian,0,0,Republican
1973,Lesbian ,Black,0,0,Republican
1973,Lesbian ,Hispanic,0,0,Republican
1973,Lesbian ,White,0,0,Republican
1973,Lesbian ,Asian,1,0,Republican
1973,Lesbian ,Black,1,0,Republican
1973,Lesbian ,Hispanic,1,0,Republican
1973,Lesbian ,White,1,0,Republican
1973,Lesbian ,Asian,2,0,Republican
1973,Lesbian ,Black,2,0,Republican
1973,Lesbian ,Hispanic,2,0,Republican
1973,Lesbian ,White,2,0,Republican
1973,Straight,Asian,0,0,Republican
1973,Straight,Black,0,0,Republican
1973,Straight,Hispanic,0,0,Republican
1973,Straight,White,0,90,Republican
1973,Straight,Asian,1,0,Republican
1973,Straight,Black,1,0,Republican
1973,Straight,Hispanic,1,0,Republican
1973,Straight,White,1,80,Republican
1973,Straight,Asian,2,0,Republican
1973,Straight,Black,2,0,Republican
1973,Straight,Hispanic,2,0,Republican
1973,Straight,White,2,88,Republican
1974,Bisexual,Asian,0,0,Republican
1974,Bisexual,Black,0,0,Republican
1974,Bisexual,Hispanic,0,0,Republican
1974,Bisexual,White,0,0,Republican
1974,Bisexual,Asian,1,0,Republican
1974,Bisexual,Black,1,0,Republican
1974,Bisexual,Hispanic,1,0,Republican
1974,Bisexual,White,1,0,Republican
1974,Bisexual,Asian,2,0,Republican
1974,Bisexual,Black,2,0,Republican
1974,Bisexual,Hispanic,2,0,Republican
1974,Bisexual,White,2,0,Republican
1974,Gay     ,Asian,0,0,Republican
1974,Gay     ,Black,0,0,Republican
1974,Gay     ,Hispanic,0,0,Republican
1974,Gay     ,White,0,0,Republican
1974,Gay     ,Asian,1,0,Republican
1974,Gay     ,Black,1,0,Republican
1974,Gay     ,Hispanic,1,0,Republican
1974,Gay     ,White,1,0,Republican
1974,Gay     ,Asian,2,0,Republican
1974,Gay     ,Black,2,0,Republican
1974,Gay     ,Hispanic,2,0,Republican
1974,Gay     ,White,2,0,Republican
1974,Lesbian ,Asian,0,0,Republican
1974,Lesbian ,Black,0,0,Republican
1974,Lesbian ,Hispanic,0,0,Republican
1974,Lesbian ,White,0,0,Republican
1974,Lesbian ,Asian,1,0,Republican
1974,Lesbian ,Black,1,0,Republican
1974,Lesbian ,Hispanic,1,0,Republican
1974,Lesbian ,White,1,0,Republican
1974,Lesbian ,Asian,2,0,Republican
1974,Lesbian ,Black,2,0,Republican
1974,Lesbian ,Hispanic,2,0,Republican
1974,Lesbian ,White,2,0,Republican
1974,Straight,Asian,0,0,Republican
1974,Straight,Black,0,5,Republican
1974,Straight,Hispanic,0,0,Republican
1974,Straight,White,0,95,Republican
1974,Straight,Asian,1,0,Republican
1974,Straight,Black,1,0,Republican
1974,Straight,Hispanic,1,0,Republican
1974,Straight,White,1,100,Republican
1974,Straight,Asian,2,0,Republican
1974,Straight,Black,2,4,Republican
1974,Straight,Hispanic,2,0,Republican
1974,Straight,White,2,96,Republican
1975,Bisexual,Asian,0,0,Republican
1975,Bisexual,Black,0,0,Republican
1975,Bisexual,Hispanic,0,0,Republican
1975,Bisexual,White,0,0,Republican
1975,Bisexual,Asian,1,0,Republican
1975,Bisexual,Black,1,0,Republican
1975,Bisexual,Hispanic,1,0,Republican
1975,Bisexual,White,1,0,Republican
1975,Bisexual,Asian,2,0,Republican
1975,Bisexual,Black,2,0,Republican
1975,Bisexual,Hispanic,2,0,Republican
1975,Bisexual,White,2,0,Republican
1975,Gay     ,Asian,0,0,Republican
1975,Gay     ,Black,0,0,Republican
1975,Gay     ,Hispanic,0,0,Republican
1975,Gay     ,White,0,0,Republican
1975,Gay     ,Asian,1,0,Republican
1975,Gay     ,Black,1,0,Republican
1975,Gay     ,Hispanic,1,0,Republican
1975,Gay     ,White,1,0,Republican
1975,Gay     ,Asian,2,0,Republican
1975,Gay     ,Black,2,0,Republican
1975,Gay     ,Hispanic,2,0,Republican
1975,Gay     ,White,2,0,Republican
1975,Lesbian ,Asian,0,0,Republican
1975,Lesbian ,Black,0,0,Republican
1975,Lesbian ,Hispanic,0,0,Republican
1975,Lesbian ,White,0,5,Republican
1975,Lesbian ,Asian,1,0,Republican
1975,Lesbian ,Black,1,0,Republican
1975,Lesbian ,Hispanic,1,0,Republican
1975,Lesbian ,White,1,0,Republican
1975,Lesbian ,Asian,2,0,Republican
1975,Lesbian ,Black,2,0,Republican
1975,Lesbian ,Hispanic,2,0,Republican
1975,Lesbian ,White,2,4,Republican
1975,Straight,Asian,0,4.75,Republican
1975,Straight,Black,0,0,Republican
1975,Straight,Hispanic,0,0,Republican
1975,Straight,White,0,90.25,Republican
1975,Straight,Asian,1,0,Republican
1975,Straight,Black,1,0,Republican
1975,Straight,Hispanic,1,0,Republican
1975,Straight,White,1,100,Republican
1975,Straight,Asian,2,3.84,Republican
1975,Straight,Black,2,0,Republican
1975,Straight,Hispanic,2,0,Republican
1975,Straight,White,2,92.16,Republican
1976,Bisexual,Asian,0,0,Republican
1976,Bisexual,Black,0,0,Republican
1976,Bisexual,Hispanic,0,0,Republican
1976,Bisexual,White,0,0,Republican
1976,Bisexual,Asian,1,0,Republican
1976,Bisexual,Black,1,0,Republican
1976,Bisexual,Hispanic,1,0,Republican
1976,Bisexual,White,1,0,Republican
1976,Bisexual,Asian,2,0,Republican
1976,Bisexual,Black,2,0,Republican
1976,Bisexual,Hispanic,2,0,Republican
1976,Bisexual,White,2,0,Republican
1976,Gay     ,Asian,0,0,Republican
1976,Gay     ,Black,0,0,Republican
1976,Gay     ,Hispanic,0,0,Republican
1976,Gay     ,White,0,0,Republican
1976,Gay     ,Asian,1,0,Republican
1976,Gay     ,Black,1,0,Republican
1976,Gay     ,Hispanic,1,0,Republican
1976,Gay     ,White,1,0,Republican
1976,Gay     ,Asian,2,0,Republican
1976,Gay     ,Black,2,0,Republican
1976,Gay     ,Hispanic,2,0,Republican
1976,Gay     ,White,2,0,Republican
1976,Lesbian ,Asian,0,0,Republican
1976,Lesbian ,Black,0,0,Republican
1976,Lesbian ,Hispanic,0,0,Republican
1976,Lesbian ,White,0,5,Republican
1976,Lesbian ,Asian,1,0,Republican
1976,Lesbian ,Black,1,0,Republican
1976,Lesbian ,Hispanic,1,0,Republican
1976,Lesbian ,White,1,0,Republican
1976,Lesbian ,Asian,2,0,Republican
1976,Lesbian ,Black,2,0,Republican
1976,Lesbian ,Hispanic,2,0,Republican
1976,Lesbian ,White,2,4,Republican
1976,Straight,Asian,0,0,Republican
1976,Straight,Black,0,0,Republican
1976,Straight,Hispanic,0,0,Republican
1976,Straight,White,0,95,Republican
1976,Straight,Asian,1,0,Republican
1976,Straight,Black,1,0,Republican
1976,Straight,Hispanic,1,0,Republican
1976,Straight,White,1,100,Republican
1976,Straight,Asian,2,0,Republican
1976,Straight,Black,2,0,Republican
1976,Straight,Hispanic,2,0,Republican
1976,Straight,White,2,96,Republican
1977,Bisexual,Asian,0,0,Democratic
1977,Bisexual,Black,0,0,Democratic
1977,Bisexual,Hispanic,0,0,Democratic
1977,Bisexual,White,0,0,Democratic
1977,Bisexual,Asian,1,0,Democratic
1977,Bisexual,Black,1,0,Democratic
1977,Bisexual,Hispanic,1,0,Democratic
1977,Bisexual,White,1,0,Democratic
1977,Bisexual,Asian,2,0,Democratic
1977,Bisexual,Black,2,0,Democratic
1977,Bisexual,Hispanic,2,0,Democratic
1977,Bisexual,White,2,0,Democratic
1977,Gay     ,Asian,0,0,Democratic
1977,Gay     ,Black,0,0,Democratic
1977,Gay     ,Hispanic,0,0,Democratic
1977,Gay     ,White,0,0,Democratic
1977,Gay     ,Asian,1,0,Democratic
1977,Gay     ,Black,1,0,Democratic
1977,Gay     ,Hispanic,1,0,Democratic
1977,Gay     ,White,1,0,Democratic
1977,Gay     ,Asian,2,0,Democratic
1977,Gay     ,Black,2,0,Democratic
1977,Gay     ,Hispanic,2,0,Democratic
1977,Gay     ,White,2,0,Democratic
1977,Lesbian ,Asian,0,0,Democratic
1977,Lesbian ,Black,0,0,Democratic
1977,Lesbian ,Hispanic,0,0,Democratic
1977,Lesbian ,White,0,0,Democratic
1977,Lesbian ,Asian,1,0,Democratic
1977,Lesbian ,Black,1,0,Democratic
1977,Lesbian ,Hispanic,1,0,Democratic
1977,Lesbian ,White,1,0,Democratic
1977,Lesbian ,Asian,2,0,Democratic
1977,Lesbian ,Black,2,0,Democratic
1977,Lesbian ,Hispanic,2,0,Democratic
1977,Lesbian ,White,2,0,Democratic
1977,Straight,Asian,0,0,Democratic
1977,Straight,Black,0,0,Democratic
1977,Straight,Hispanic,0,0,Democratic
1977,Straight,White,0,100,Democratic
1977,Straight,Asian,1,0,Democratic
1977,Straight,Black,1,0,Democratic
1977,Straight,Hispanic,1,0,Democratic
1977,Straight,White,1,100,Democratic
1977,Straight,Asian,2,0,Democratic
1977,Straight,Black,2,0,Democratic
1977,Straight,Hispanic,2,0,Democratic
1977,Straight,White,2,100,Democratic
1978,Bisexual,Asian,0,0,Democratic
1978,Bisexual,Black,0,0,Democratic
1978,Bisexual,Hispanic,0,0,Democratic
1978,Bisexual,White,0,0,Democratic
1978,Bisexual,Asian,1,0,Democratic
1978,Bisexual,Black,1,0,Democratic
1978,Bisexual,Hispanic,1,0,Democratic
1978,Bisexual,White,1,0,Democratic
1978,Bisexual,Asian,2,0,Democratic
1978,Bisexual,Black,2,0,Democratic
1978,Bisexual,Hispanic,2,0,Democratic
1978,Bisexual,White,2,0,Democratic
1978,Gay     ,Asian,0,0,Democratic
1978,Gay     ,Black,0,0,Democratic
1978,Gay     ,Hispanic,0,0,Democratic
1978,Gay     ,White,0,0,Democratic
1978,Gay     ,Asian,1,0,Democratic
1978,Gay     ,Black,1,0,Democratic
1978,Gay     ,Hispanic,1,0,Democratic
1978,Gay     ,White,1,0,Democratic
1978,Gay     ,Asian,2,0,Democratic
1978,Gay     ,Black,2,0,Democratic
1978,Gay     ,Hispanic,2,0,Democratic
1978,Gay     ,White,2,0,Democratic
1978,Lesbian ,Asian,0,0,Democratic
1978,Lesbian ,Black,0,0,Democratic
1978,Lesbian ,Hispanic,0,0,Democratic
1978,Lesbian ,White,0,0,Democratic
1978,Lesbian ,Asian,1,0,Democratic
1978,Lesbian ,Black,1,0,Democratic
1978,Lesbian ,Hispanic,1,0,Democratic
1978,Lesbian ,White,1,0,Democratic
1978,Lesbian ,Asian,2,0,Democratic
1978,Lesbian ,Black,2,0,Democratic
1978,Lesbian ,Hispanic,2,0,Democratic
1978,Lesbian ,White,2,0,Democratic
1978,Straight,Asian,0,0,Democratic
1978,Straight,Black,0,0,Democratic
1978,Straight,Hispanic,0,0,Democratic
1978,Straight,White,0,100,Democratic
1978,Straight,Asian,1,0,Democratic
1978,Straight,Black,1,0,Democratic
1978,Straight,Hispanic,1,0,Democratic
1978,Straight,White,1,100,Democratic
1978,Straight,Asian,2,0,Democratic
1978,Straight,Black,2,0,Democratic
1978,Straight,Hispanic,2,0,Democratic
1978,Straight,White,2,100,Democratic
1979,Bisexual,Asian,0,0,Democratic
1979,Bisexual,Black,0,0,Democratic
1979,Bisexual,Hispanic,0,0,Democratic
1979,Bisexual,White,0,0,Democratic
1979,Bisexual,Asian,1,0,Democratic
1979,Bisexual,Black,1,0,Democratic
1979,Bisexual,Hispanic,1,0,Democratic
1979,Bisexual,White,1,0,Democratic
1979,Bisexual,Asian,2,0,Democratic
1979,Bisexual,Black,2,0,Democratic
1979,Bisexual,Hispanic,2,0,Democratic
1979,Bisexual,White,2,0,Democratic
1979,Gay     ,Asian,0,0,Democratic
1979,Gay     ,Black,0,0,Democratic
1979,Gay     ,Hispanic,0,0,Democratic
1979,Gay     ,White,0,0,Democratic
1979,Gay     ,Asian,1,0,Democratic
1979,Gay     ,Black,1,0,Democratic
1979,Gay     ,Hispanic,1,0,Democratic
1979,Gay     ,White,1,0,Democratic
1979,Gay     ,Asian,2,0,Democratic
1979,Gay     ,Black,2,0,Democratic
1979,Gay     ,Hispanic,2,0,Democratic
1979,Gay     ,White,2,0,Democratic
1979,Lesbian ,Asian,0,0,Democratic
1979,Lesbian ,Black,0,0,Democratic
1979,Lesbian ,Hispanic,0,0,Democratic
1979,Lesbian ,White,0,0,Democratic
1979,Lesbian ,Asian,1,0,Democratic
1979,Lesbian ,Black,1,0,Democratic
1979,Lesbian ,Hispanic,1,0,Democratic
1979,Lesbian ,White,1,0,Democratic
1979,Lesbian ,Asian,2,0,Democratic
1979,Lesbian ,Black,2,0,Democratic
1979,Lesbian ,Hispanic,2,0,Democratic
1979,Lesbian ,White,2,0,Democratic
1979,Straight,Asian,0,0,Democratic
1979,Straight,Black,0,0,Democratic
1979,Straight,Hispanic,0,0,Democratic
1979,Straight,White,0,100,Democratic
1979,Straight,Asian,1,0,Democratic
1979,Straight,Black,1,0,Democratic
1979,Straight,Hispanic,1,0,Democratic
1979,Straight,White,1,100,Democratic
1979,Straight,Asian,2,0,Democratic
1979,Straight,Black,2,0,Democratic
1979,Straight,Hispanic,2,0,Democratic
1979,Straight,White,2,100,Democratic
1980,Bisexual,Asian,0,0,Democratic
1980,Bisexual,Black,0,0,Democratic
1980,Bisexual,Hispanic,0,0,Democratic
1980,Bisexual,White,0,0,Democratic
1980,Bisexual,Asian,1,0,Democratic
1980,Bisexual,Black,1,0,Democratic
1980,Bisexual,Hispanic,1,0,Democratic
1980,Bisexual,White,1,0,Democratic
1980,Bisexual,Asian,2,0,Democratic
1980,Bisexual,Black,2,0,Democratic
1980,Bisexual,Hispanic,2,0,Democratic
1980,Bisexual,White,2,0,Democratic
1980,Gay     ,Asian,0,0,Democratic
1980,Gay     ,Black,0,0,Democratic
1980,Gay     ,Hispanic,0,0,Democratic
1980,Gay     ,White,0,0,Democratic
1980,Gay     ,Asian,1,0,Democratic
1980,Gay     ,Black,1,0,Democratic
1980,Gay     ,Hispanic,1,0,Democratic
1980,Gay     ,White,1,0,Democratic
1980,Gay     ,Asian,2,0,Democratic
1980,Gay     ,Black,2,0,Democratic
1980,Gay     ,Hispanic,2,0,Democratic
1980,Gay     ,White,2,0,Democratic
1980,Lesbian ,Asian,0,0,Democratic
1980,Lesbian ,Black,0,0,Democratic
1980,Lesbian ,Hispanic,0,0,Democratic
1980,Lesbian ,White,0,5,Democratic
1980,Lesbian ,Asian,1,0,Democratic
1980,Lesbian ,Black,1,0,Democratic
1980,Lesbian ,Hispanic,1,0,Democratic
1980,Lesbian ,White,1,0,Democratic
1980,Lesbian ,Asian,2,0,Democratic
1980,Lesbian ,Black,2,0,Democratic
1980,Lesbian ,Hispanic,2,0,Democratic
1980,Lesbian ,White,2,4,Democratic
1980,Straight,Asian,0,0,Democratic
1980,Straight,Black,0,0,Democratic
1980,Straight,Hispanic,0,0,Democratic
1980,Straight,White,0,95,Democratic
1980,Straight,Asian,1,0,Democratic
1980,Straight,Black,1,0,Democratic
1980,Straight,Hispanic,1,0,Democratic
1980,Straight,White,1,100,Democratic
1980,Straight,Asian,2,0,Democratic
1980,Straight,Black,2,0,Democratic
1980,Straight,Hispanic,2,0,Democratic
1980,Straight,White,2,96,Democratic
1981,Bisexual,Asian,0,0,Republican
1981,Bisexual,Black,0,0,Republican
1981,Bisexual,Hispanic,0,0,Republican
1981,Bisexual,White,0,0,Republican
1981,Bisexual,Asian,1,0,Republican
1981,Bisexual,Black,1,0,Republican
1981,Bisexual,Hispanic,1,0,Republican
1981,Bisexual,White,1,0,Republican
1981,Bisexual,Asian,2,0,Republican
1981,Bisexual,Black,2,0,Republican
1981,Bisexual,Hispanic,2,0,Republican
1981,Bisexual,White,2,0,Republican
1981,Gay     ,Asian,0,0,Republican
1981,Gay     ,Black,0,0,Republican
1981,Gay     ,Hispanic,0,0,Republican
1981,Gay     ,White,0,5,Republican
1981,Gay     ,Asian,1,0,Republican
1981,Gay     ,Black,1,0,Republican
1981,Gay     ,Hispanic,1,0,Republican
1981,Gay     ,White,1,20,Republican
1981,Gay     ,Asian,2,0,Republican
1981,Gay     ,Black,2,0,Republican
1981,Gay     ,Hispanic,2,0,Republican
1981,Gay     ,White,2,8,Republican
1981,Lesbian ,Asian,0,0,Republican
1981,Lesbian ,Black,0,0,Republican
1981,Lesbian ,Hispanic,0,0,Republican
1981,Lesbian ,White,0,0,Republican
1981,Lesbian ,Asian,1,0,Republican
1981,Lesbian ,Black,1,0,Republican
1981,Lesbian ,Hispanic,1,0,Republican
1981,Lesbian ,White,1,0,Republican
1981,Lesbian ,Asian,2,0,Republican
1981,Lesbian ,Black,2,0,Republican
1981,Lesbian ,Hispanic,2,0,Republican
1981,Lesbian ,White,2,0,Republican
1981,Straight,Asian,0,0,Republican
1981,Straight,Black,0,4.75,Republican
1981,Straight,Hispanic,0,0,Republican
1981,Straight,White,0,90.25,Republican
1981,Straight,Asian,1,0,Republican
1981,Straight,Black,1,0,Republican
1981,Straight,Hispanic,1,0,Republican
1981,Straight,White,1,80,Republican
1981,Straight,Asian,2,0,Republican
1981,Straight,Black,2,3.68,Republican
1981,Straight,Hispanic,2,0,Republican
1981,Straight,White,2,88.32,Republican
1982,Bisexual,Asian,0,0,Republican
1982,Bisexual,Black,0,0,Republican
1982,Bisexual,Hispanic,0,0,Republican
1982,Bisexual,White,0,0,Republican
1982,Bisexual,Asian,1,0,Republican
1982,Bisexual,Black,1,0,Republican
1982,Bisexual,Hispanic,1,0,Republican
1982,Bisexual,White,1,0,Republican
1982,Bisexual,Asian,2,0,Republican
1982,Bisexual,Black,2,0,Republican
1982,Bisexual,Hispanic,2,0,Republican
1982,Bisexual,White,2,0,Republican
1982,Gay     ,Asian,0,0,Republican
1982,Gay     ,Black,0,0,Republican
1982,Gay     ,Hispanic,0,0,Republican
1982,Gay     ,White,0,0,Republican
1982,Gay     ,Asian,1,0,Republican
1982,Gay     ,Black,1,0,Republican
1982,Gay     ,Hispanic,1,0,Republican
1982,Gay     ,White,1,0,Republican
1982,Gay     ,Asian,2,0,Republican
1982,Gay     ,Black,2,0,Republican
1982,Gay     ,Hispanic,2,0,Republican
1982,Gay     ,White,2,0,Republican
1982,Lesbian ,Asian,0,0,Republican
1982,Lesbian ,Black,0,0,Republican
1982,Lesbian ,Hispanic,0,0,Republican
1982,Lesbian ,White,0,0,Republican
1982,Lesbian ,Asian,1,0,Republican
1982,Lesbian ,Black,1,0,Republican
1982,Lesbian ,Hispanic,1,0,Republican
1982,Lesbian ,White,1,0,Republican
1982,Lesbian ,Asian,2,0,Republican
1982,Lesbian ,Black,2,0,Republican
1982,Lesbian ,Hispanic,2,0,Republican
1982,Lesbian ,White,2,0,Republican
1982,Straight,Asian,0,0,Republican
1982,Straight,Black,0,0,Republican
1982,Straight,Hispanic,0,0,Republican
1982,Straight,White,0,100,Republican
1982,Straight,Asian,1,20,Republican
1982,Straight,Black,1,20,Republican
1982,Straight,Hispanic,1,0,Republican
1982,Straight,White,1,60,Republican
1982,Straight,Asian,2,4,Republican
1982,Straight,Black,2,4,Republican
1982,Straight,Hispanic,2,0,Republican
1982,Straight,White,2,92,Republican
